Id,Lat,Lon,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m
40695,4.838814591505546,12.942374496054336,Nigeria,Sokoto,Silame,LABANI,2411.7857160000,6825,13,492,73.200000000000003,119,134,304,177,mini-grid,intercon,intercon,16290
40696,5.361210416095606,12.968349245459697,Nigeria,Sokoto,Kware,GIERE/GAJARA,5501.0439600000,6826,159,1123,63.399999999999999,280,248,528,406,mini-grid,intercon,intercon,11240
40701,4.787310107769783,12.955059994276725,Nigeria,Sokoto,Silame,LABANI,2627.2478410000,6831,13,536,65.400000000000006,161,160,376,213,none,grid,grid,4630
40705,4.843149933021762,12.958439682263746,Nigeria,Sokoto,Silame,LABANI,1786.2505160000,6835,13,365,77.400000000000006,97,96,256,129,none,grid,grid,18620
40706,5.315387988430665,12.975783992520652,Nigeria,Sokoto,Dange-Shuni,RUGGAR GIDADO,1289.2975510000,6836,153,263,71.500000000000000,104,124,320,130,none,none,grid,3830
40709,4.833381665533727,12.973593166247543,Nigeria,Sokoto,Silame,LABANI,1490.8588940000,6839,13,304,72.000000000000000,78,72,208,106,none,grid,grid,16100
40716,5.070151089325641,12.99084189106042,Nigeria,Sokoto,Bodinga,KAMMATA,2504.5194530000,6846,95,511,67.400000000000006,119,120,264,175,none,grid,grid,5090
40717,5.658152248685028,12.992860396580024,Nigeria,Sokoto,Rabah,RARA,1059.9346450000,6847,40,216,73.200000000000003,52,60,136,84,none,none,grid,3840
40718,4.780797335577043,12.981826731277673,Nigeria,Sokoto,Silame,MARAFA EAST,902.6681485000,6848,76,184,64.099999999999994,56,56,120,75,none,none,grid,2340
40719,4.81489223543648,12.986593825665185,Nigeria,Sokoto,Silame,MARAFA EAST,1330.2023800000,6849,13,271,74.900000000000006,64,72,184,94,none,grid,grid,14320
40720,5.686670849239221,13.008138861967318,Nigeria,Sokoto,Rabah,KURYA,5849.1018190000,6850,40,1194,64.099999999999994,465,536,1112,570,mini-grid,mini-grid,intercon,5030
40722,5.713413062324389,13.006707951961818,Nigeria,Sokoto,Rabah,KURYA,2806.6946320000,6852,40,573,71.000000000000000,152,138,336,206,none,none,grid,4070
40724,5.447182724082277,13.004458307876712,Nigeria,Sokoto,Kware,KABANGA,3645.6667350000,6854,9,744,77.799999999999997,177,198,528,263,none,mini-grid,intercon,9450
40725,4.727839077110715,12.992256215205487,Nigeria,Sokoto,Silame,KATAMI NORTH,1987.8118580000,6855,35,406,59.200000000000003,97,80,168,149,none,grid,grid,4450
40727,4.644661255363267,12.99581692809333,Nigeria,Sokoto,Silame,DUNDAYE/KWAIDO/ZAGI/ILLELA,2248.8000420000,6857,145,459,70.700000000000003,113,114,264,166,none,mini-grid,intercon,29660
40728,5.038516297878253,13.005844002568647,Nigeria,Sokoto,Wamako,GWAMATSE,1482.4531720000,6858,95,303,70.900000000000006,76,80,176,120,none,grid,grid,8720
40730,5.394096881588793,13.010455485461843,Nigeria,Sokoto,Kware,KABANGA,2150.1682380000,6860,9,439,79.900000000000006,112,110,352,157,none,none,grid,6240
40733,4.742795672469974,13.004794895897744,Nigeria,Sokoto,Silame,MARAFA WEST,2995.6185700000,6863,35,611,66.900000000000006,194,196,448,279,none,grid,grid,3870
40734,4.990003485738202,13.009340699193222,Nigeria,Sokoto,Wamako,KAMMATA,1771.1731050000,6864,95,361,63.700000000000003,110,110,240,153,none,grid,grid,14490
40735,4.759988395208659,13.011734958482169,Nigeria,Sokoto,Silame,MARAFA WEST,1655.9886830000,6865,35,338,72.900000000000006,80,88,216,119,none,grid,grid,2270
40736,5.0761912342282,13.015095897665613,Nigeria,Sokoto,Wamako,WAMAKKO,1524.2925720000,6866,95,311,67.700000000000003,98,98,240,133,none,grid,grid,3680
40737,5.435427559385727,13.019116416274091,Nigeria,Sokoto,Kware,KABANGA,747.5455363000,6867,9,153,74.900000000000006,54,64,136,69,none,none,grid,6440
40738,5.351202527020757,13.021061055920425,Nigeria,Sokoto,Kware,TSAKI/ WALAKE\E,1070.3602310000,6868,159,218,66.000000000000000,66,68,152,93,none,grid,grid,6280
40742,4.916924693680193,13.015721856142411,Nigeria,Sokoto,Silame,KUBODU SOUTH,3339.6629300000,6872,95,682,68.099999999999994,199,210,536,272,mini-grid,intercon,intercon,17100
40743,4.936595133663322,13.01434419255949,Nigeria,Sokoto,Silame,KUBODU SOUTH,7172.8036300000,6873,95,1464,69.500000000000000,361,376,784,553,mini-grid,intercon,intercon,20190
40744,4.957076712783532,13.02075582979295,Nigeria,Sokoto,Silame,KUBODU SOUTH,2794.0572280000,6874,95,570,87.700000000000003,141,166,568,204,none,grid,grid,21670
40745,5.736108681432949,13.036818989329213,Nigeria,Sokoto,Rabah,KURYA,1876.9523810000,6875,40,383,71.299999999999997,95,100,224,140,none,mini-grid,intercon,7310
40746,4.972827201551961,13.022771903816945,Nigeria,Sokoto,Silame,KUBODU SOUTH,2032.9894010000,6876,95,415,72.400000000000006,109,142,304,155,none,grid,grid,20160
40747,5.025359375327985,13.023234005259544,Nigeria,Sokoto,Wamako,GWAMATSE,1122.4881650000,6877,95,229,70.000000000000000,76,80,176,98,none,grid,grid,11530
40748,5.316687162958146,13.030159326781622,Nigeria,Sokoto,Kware,TSAKI/ WALAKE\E,1497.8092850000,6878,159,306,68.400000000000006,128,136,344,157,none,grid,grid,3060
40751,5.578454754205659,13.044272271649161,Nigeria,Sokoto,Rabah,GWADDODI/GIDAN BU WAI,4506.5008250000,6881,32,920,65.000000000000000,369,388,920,449,none,none,grid,1880
40752,5.298028942430915,13.03356722980242,Nigeria,Sokoto,Kware,RIKINA,1323.0904250000,6882,154,270,63.100000000000001,107,114,248,129,none,grid,grid,1500
40756,5.070858624673387,13.042365880528822,Nigeria,Sokoto,Wamako,GWAMATSE,3473.4642460000,6886,117,709,70.799999999999997,180,174,416,255,none,grid,grid,4270
40759,4.844304800950948,13.038107491550411,Nigeria,Sokoto,Silame,SILAME,15429.8682700000,6889,84,3149,69.299999999999997,958,1028,2472,1334,mini-grid,intercon,intercon,7400
40760,4.981345174477332,13.040396075607083,Nigeria,Sokoto,Wamako,KUBODU NORTH,8486.4275510000,6890,95,1732,70.700000000000003,441,430,1016,645,mini-grid,intercon,intercon,17790
40766,4.859778107815055,13.053515484579423,Nigeria,Sokoto,Silame,SILAME,1928.7335340000,6896,84,394,72.599999999999994,96,108,240,143,none,grid,grid,5020
40767,4.695547594320586,13.071300927849524,Nigeria,Sokoto,Silame,DUNDAYE/KWAIDO/ZAGI/ILLELA,3435.2694110000,6897,145,701,55.200000000000003,209,164,392,299,mini-grid,mini-grid,intercon,18940
40770,5.581929648399301,13.076476731999684,Nigeria,Sokoto,Rabah,GWADDODI/GIDAN BU WAI,4511.1986420000,6900,32,921,76.000000000000000,232,216,736,309,none,none,grid,3840
