Id,Lat,Lon,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m
34118,3.249701537426205,6.811359337379631,Nigeria,Ogun,Ifo,OSOSUN,1491.1350970000,5494,638,249,72.599999999999994,96,132,352,120,none,grid,grid,13860
34120,3.108660029594897,6.810005760484363,Nigeria,Ogun,Ifo,IBOGUN,7050.9388190000,5496,638,1175,78.700000000000003,465,698,1856,596,mini-grid,intercon,intercon,9020
34124,4.36804897293805,6.837405715221657,Nigeria,Ogun,Ijebu East,AJEBANDELE,3778.9623760000,5500,597,630,64.700000000000003,216,288,512,264,mini-grid,mini-grid,intercon,21030
34125,3.096008062604279,6.819122314091707,Nigeria,Ogun,Ifo,IBOGUN,1133.2626740000,5501,638,189,69.000000000000000,76,94,248,94,none,grid,grid,12280
34126,3.15765624066546,6.821826898450492,Nigeria,Ogun,Ifo,IBOGUN,1286.6365700000,5502,638,214,70.700000000000003,79,118,272,107,none,grid,grid,6650
34127,3.234198497768669,6.821387920223216,Nigeria,Ogun,Ifo,OSOSUN,5184.8897540000,5503,638,864,70.400000000000006,323,442,1168,416,mini-grid,intercon,intercon,10310
34129,2.762739615410282,6.822407830275396,Nigeria,Ogun,Ipokia,IFONYINTEDO,1756.3906140000,5505,618,293,64.799999999999997,124,180,352,150,mini-grid,intercon,intercon,10040
34135,4.057605407913427,6.854516087164528,Nigeria,Ogun,Ijebu North East,IMEWIRO/ODODEYO/IMOMO,2752.4920610000,5511,690,459,67.299999999999997,157,210,440,208,mini-grid,intercon,intercon,10260
34138,3.122701548058984,6.835481068955828,Nigeria,Ogun,Ifo,IBOGUN,1533.7389570000,5514,638,256,58.200000000000003,103,124,224,119,none,grid,grid,5210
34139,4.180501693343815,6.848208593868315,Nigeria,Ogun,Ijebu East,OWU,1278.1157980000,5515,693,213,67.400000000000006,52,60,120,72,none,none,grid,12710
34142,4.028413145265121,6.859241815260652,Nigeria,Ogun,Ijebu North East,IGEDE/ITAMARUN,1087.3635660000,5518,690,181,62.100000000000001,70,88,184,90,none,grid,grid,6350
34144,3.106511567330263,6.851176757410048,Nigeria,Ogun,Ifo,ABALABI,1428.4012790000,5520,638,238,64.500000000000000,93,114,264,117,none,grid,grid,6680
34146,3.071316621244754,6.850823387024567,Nigeria,Ogun,Ifo,ABALABI,1491.1350970000,5522,632,249,64.099999999999994,83,122,240,114,none,grid,grid,5010
34148,3.598707318691388,6.867136819865658,Nigeria,Ogun,Shagamu,SIMAWA / IWELEPE,4288.0137350000,5524,676,715,53.899999999999999,269,264,704,335,none,grid,grid,6610
34150,4.062178039156141,6.880569852365472,Nigeria,Ogun,Ijebu North East,IMEWIRO/ODODEYO/IMOMO,7822.9937330000,5526,690,1304,69.500000000000000,321,370,824,478,mini-grid,intercon,intercon,7960
34151,4.034122510756664,6.887831198976444,Nigeria,Ogun,Ijebu North East,ODOSIMADEGUN/ODOSEBORA,8284.0970930000,5527,690,1381,58.399999999999999,511,634,1248,671,none,grid,grid,4540
