,Unnamed: 0,index,Id,Lon,Lat,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m,demand_cat_4,demand_cat_2
368,871,167,38493,8.810488361,9.644701259,Nigeria,Plateau,Riyom,RIYOM,2055.42335,3826,226,388,57.5,154,148,320,201,none,mini-grid,intercon,5540,4,1
369,715,11,38200,9.951757512,8.52638762,Nigeria,Plateau,Langtang South,TIMBOL,2055.42335,3533,189,388,68.6,95,100,216,137,none,none,grid,35290,3,0
370,995,291,38835,9.695653762,9.340460495,Nigeria,Plateau,Kanke,AMPER CHIKA \A\,2055.42335,4168,310,388,68.6,92,104,208,134,none,grid,grid,2190,3,0
371,1622,114,40674,5.745969937,12.90106179,Nigeria,Sokoto,Rabah,TSAMIYA,2055.106546,6804,42,419,72,101,108,248,155,none,mini-grid,intercon,10760,3,1
372,1696,188,40815,4.818541495,13.12250707,Nigeria,Sokoto,Binji,SORO GABAS,2053.880429,6945,78,419,78.6,138,146,416,175,none,mini-grid,intercon,11030,3,1
373,1736,228,40902,6.654088983,13.2741379,Nigeria,Sokoto,Isa,YANFAKO,2053.840574,7032,74,419,73.4,98,102,256,147,none,none,grid,39190,3,0
374,1726,218,40880,6.474827168,13.25278351,Nigeria,Sokoto,Isa,TOZAI,2052.374965,7010,75,419,82.4,106,118,328,145,none,grid,grid,17290,3,0
375,961,257,38750,9.23724759,9.951329672,Nigeria,Plateau,Jos East,MAI GEMU,2049.792053,4083,244,387,66.2,97,100,208,139,none,mini-grid,intercon,32300,3,0
376,1177,473,39614,9.737582801,8.793928033,Nigeria,Plateau,Shendam,TALGWANG,2046.976405,4947,307,386,73.2,97,102,264,129,none,grid,grid,6670,3,0
377,647,344,32806,4.846634395,9.18242018,Nigeria,Niger,Mokwa,JA\AGI,2046.492446,2326,378,353,65.8,145,190,416,179,mini-grid,intercon,intercon,53590,3,1
378,605,302,32376,5.632105679,9.130626222,Nigeria,Niger,Edati,SAKPE,2046.492446,1896,380,353,70.6,95,104,200,128,none,none,grid,6170,3,0
379,769,65,38266,9.357897991,8.790150095,Nigeria,Plateau,Shendam,POESHIP,2044.160756,3599,253,386,74,99,154,304,154,none,mini-grid,intercon,15870,3,1
380,424,121,31623,5.243764094,9.474842708,Nigeria,Niger,Mokwa,BOKANI,2043.761446,1143,325,352,72.3,93,96,216,129,none,none,grid,17440,3,0
381,1117,413,39322,9.478604792,8.965138799,Nigeria,Plateau,Mikang,PANGSHOM,2041.345108,4655,283,385,73.3,92,98,272,133,none,none,grid,16160,3,0
382,31,31,10319,7.968374029,5.499126173,Nigeria,Cross River,Odukpani,ITO/IDERE/UKWA,2040.141291,129,506,600,59.2,228,276,600,314,none,mini-grid,intercon,12950,4,1
383,514,211,31946,6.922674076,10.33592283,Nigeria,Niger,Shiroro,KWAKI/CHUKWUBA,2037.32034,1466,-,351,67.5,93,90,184,118,none,none,mini-grid,38680,3,0
384,1293,45,34080,3.299102027,6.748839284,Nigeria,Ogun,Ifo,OKE-ARO/IBARAGUN/ROBIYAN,2036.464505,5456,656,339,65,130,190,352,171,none,mini-grid,intercon,7220,3,1
385,921,217,38642,8.716918936,10.20067189,Nigeria,Plateau,Bassa,KASURU,2035.713811,3975,280,384,72.4,97,98,264,133,none,grid,grid,6830,3,0
386,1664,156,40746,4.972827202,13.0227719,Nigeria,Sokoto,Silame,KUBODU SOUTH,2032.989401,6876,95,415,72.4,109,142,304,155,none,grid,grid,20160,3,1
387,203,203,10749,8.208128892,5.080519397,Nigeria,Cross River,Odukpani,CREEK TOWN II,2030.538534,559,525,597,62.6,247,286,576,298,none,grid,grid,6630,4,1
388,1138,434,39397,9.36285138,8.768082267,Nigeria,Plateau,Shendam,POESHIP,2030.082514,4730,253,383,71,91,100,240,136,none,none,grid,17970,3,0
389,739,35,38231,9.758854393,8.661900093,Nigeria,Plateau,Langtang South,MABUDI,2027.266866,3564,292,383,69.8,91,112,216,138,none,none,grid,9560,3,0
390,215,215,10799,8.758190849,6.529615948,Nigeria,Cross River,Ogoja,NKUM IBORR,2025.944556,609,593,596,65.7,226,288,640,325,none,mini-grid,intercon,8620,4,1
391,1300,52,34098,3.27816696,6.778405219,Nigeria,Ogun,Ifo,OSOSUN,2019.422961,5474,655,337,60,136,158,312,165,none,mini-grid,intercon,11080,3,1
392,1826,318,41114,5.62339986,13.48626498,Nigeria,Sokoto,Goronyo,KWAKWAZO,2019.088618,7244,33,412,79.5,99,102,312,150,none,mini-grid,intercon,8470,3,1
393,1010,306,38889,9.809813048,8.89357231,Nigeria,Plateau,Langtang North,NYER,2018.81992,4222,197,381,69.3,98,100,240,145,none,none,grid,6260,3,0
394,323,20,31335,6.234010872,8.857835505,Nigeria,Niger,Katcha,GBAKOGI,2017.668609,855,432,348,75.2,84,110,232,118,none,grid,grid,2660,3,0
395,662,359,33147,6.848938324,10.29472545,Nigeria,Niger,Shiroro,KWAKI/CHUKWUBA,2012.864636,2667,-,347,67.6,82,80,224,126,mini-grid,mini-grid,mini-grid,28590,3,0
396,1853,345,41166,6.415135426,13.54360207,Nigeria,Sokoto,Sabon Birni,S/BIRNI EAST,2011.33821,7296,73,410,71,103,104,232,159,none,mini-grid,intercon,14640,3,1
397,1254,6,33983,2.745341546,6.467692549,Nigeria,Ogun,Ipokia,AGADA,2006.641803,5359,629,334,70.7,141,194,464,167,mini-grid,mini-grid,intercon,11850,3,1
398,470,167,31798,6.95575891,9.826289539,Nigeria,Niger,Muya,GUNI,2004.786954,1318,344,346,65,106,108,248,146,none,none,grid,9840,3,0
399,1200,496,39701,8.94261678,9.543343947,Nigeria,Plateau,Barikin Ladi,LOBIRING,2004.741678,5034,250,378,68.1,91,94,240,132,none,grid,grid,2880,3,0
400,611,308,32446,7.211950496,9.335432333,Nigeria,Niger,Gurara,DIKO,2003.25669,1966,352,345,69,83,96,192,135,none,none,grid,5100,3,0
401,1903,395,41256,4.857476244,13.61365857,Nigeria,Sokoto,Tangaza,SAKKWAI,2001.423825,7386,83,408,77.1,102,102,280,147,none,mini-grid,intercon,6240,3,0
402,1128,424,39355,9.285715049,8.873825212,Nigeria,Plateau,Qua''an Pan',KWALLA MOEDA,1999.110381,4688,279,377,68.2,89,104,200,137,none,grid,grid,8410,3,0
403,1230,526,39814,9.1122315,9.665501627,Nigeria,Plateau,Barikin Ladi,KADUNU,1999.110381,5147,254,377,68.6,95,94,232,135,none,grid,grid,20220,3,0
404,1483,235,35025,2.859050674,6.486958724,Nigeria,Ogun,Ipokia,MAUNI II,1998.121031,6401,629,333,61.2,134,164,328,176,none,mini-grid,intercon,7330,3,1
405,1160,456,39510,9.762103555,8.7601322,Nigeria,Plateau,Langtang South,SABON GIDA,1993.479085,4843,186,376,70.1,93,98,224,134,none,grid,grid,2660,3,0
406,1788,280,41031,5.210015703,13.38895942,Nigeria,Sokoto,Gawabawa,GWADABAWA,1991.287054,7161,139,406,72.6,136,122,352,176,none,grid,grid,2510,3,1
407,1924,416,41293,5.298111065,13.66653251,Nigeria,Sokoto,Illela,G/ KATTA,1990.369235,7423,157,406,51.9,133,82,288,161,none,none,grid,2030,3,1
408,1650,142,40725,4.727839077,12.99225622,Nigeria,Sokoto,Silame,KATAMI NORTH,1987.811858,6855,35,406,59.2,97,80,168,149,none,grid,grid,4450,3,0
409,916,212,38632,8.76201719,10.27009336,Nigeria,Plateau,Bassa,JENGRE,1982.216491,3965,223,374,67,99,94,208,138,none,none,grid,5560,3,0
410,588,285,32277,4.342833881,10.29579802,Nigeria,Niger,Borgu,SHAGUNU,1979.236825,1797,313,341,71.2,87,90,208,129,none,none,grid,75450,3,0
411,1050,346,38981,9.0458228,9.458912781,Nigeria,Plateau,Mangu,KOMBUN,1976.585194,4314,252,373,73.9,86,106,256,130,none,grid,grid,9200,3,0
412,606,303,32379,6.031359368,8.819497455,Nigeria,Niger,Edati,BUSU/KUCHI,1974.432853,1899,403,340,65,93,114,232,124,none,none,grid,9700,3,0
413,1149,445,39447,9.958215949,8.545469648,Nigeria,Plateau,Langtang South,FAJUL,1973.769546,4780,189,372,68.5,86,94,216,129,none,none,grid,36110,3,0
414,1161,457,39515,9.562283618,8.496058126,Nigeria,Plateau,Shendam,SHIMANKAR,1970.953897,4848,292,372,69.5,98,96,216,132,none,none,grid,38560,3,0
415,1216,512,39755,9.482563733,8.92277599,Nigeria,Plateau,Shendam,SHENDAM CENTRAL (A),1970.953897,5088,283,372,72.6,87,100,240,131,none,none,grid,7620,3,0
416,1458,210,34816,3.727196178,7.213535386,Nigeria,Ogun,Odeda,ALAPAKO-ONI,1968.298329,6192,671,328,63.8,130,160,344,160,none,mini-grid,intercon,14380,3,1
417,1387,139,34408,2.787420194,6.548646008,Nigeria,Ogun,Ipokia,TUBE,1968.298329,5784,684,328,62.5,126,158,328,150,none,grid,grid,3910,3,1
418,851,147,38442,9.455052602,9.486452821,Nigeria,Plateau,Pankshin,TAPSHIN,1968.138249,3775,290,371,70,117,144,320,173,none,grid,grid,11140,3,1
419,1029,325,38919,9.216048518,9.292554772,Nigeria,Plateau,Mangu,AMPANG WEST,1968.138249,4252,272,371,80.2,105,120,288,139,none,mini-grid,intercon,6180,3,0
420,1834,326,41130,5.371731254,13.50036622,Nigeria,Sokoto,Gawabawa,DARNA/ SABON GARI,1965.423298,7260,166,401,79.5,98,100,296,146,none,none,grid,8090,3,0
421,553,250,32099,5.706823814,10.9198706,Nigeria,Niger,Mariga,KUMBASHI,1964.824907,1619,384,339,64.2,105,108,232,142,none,mini-grid,intercon,49700,3,0
422,1995,487,41601,5.334812949,13.38648512,Nigeria,Sokoto,Gawabawa,CHIMOLA AREWA,1963.485489,7731,147,401,74.7,100,102,264,138,none,mini-grid,intercon,6290,3,0
423,1499,251,35100,2.816193289,7.57028878,Nigeria,Ogun,Imeko-Afon,OKE AGBEDE/MORIWI/MATALE,1955.517171,6476,599,326,67,73,96,184,114,none,grid,grid,9250,3,0
424,625,322,32531,6.622070939,8.405320338,Nigeria,Niger,Lapai,EBBO/GBACINKU,1955.216961,2051,451,337,69.4,88,90,192,118,none,mini-grid,intercon,39390,3,0
425,451,148,31723,5.890075219,9.653275981,Nigeria,Niger,Wushishi,AKARE,1953.951672,1243,393,337,63.6,108,108,232,140,mini-grid,mini-grid,intercon,24970,3,0
426,561,258,32130,5.383735248,11.17803448,Nigeria,Niger,Rijau,T/MAGAJIYA,1952.510322,1650,366,337,68.2,85,84,192,137,none,grid,grid,15690,3,0
427,994,290,38830,9.553814747,9.346120516,Nigeria,Plateau,Kanke,AMPANG-EAST,1951.244358,4163,297,368,75.4,101,134,320,140,none,none,grid,4840,3,0
428,1573,65,40606,5.025548131,12.67483794,Nigeria,Sokoto,Yabo,YABO \A\,1948.092284,6736,113,398,69.9,99,96,232,140,none,grid,grid,2100,3,0
429,175,175,10650,9.198076987,6.481984344,Nigeria,Cross River,Obanliku,BEEBO/BUMAJI,1947.84692,460,488,573,68.9,141,178,360,198,mini-grid,mini-grid,intercon,7260,3,1
430,1337,89,34199,3.124886892,6.968478289,Nigeria,Ogun,Ewekoro,ELERE/ONIGBEDU,1946.996399,5575,639,324,60.4,130,156,320,160,none,none,grid,4410,3,1
431,1611,103,40661,5.821295203,12.86025988,Nigeria,Sokoto,Rabah,YAR TSAKUWA,1943.33022,6791,42,397,73.8,100,106,256,142,none,mini-grid,intercon,15840,3,0
432,1079,375,39132,9.357579473,9.280161703,Nigeria,Plateau,Pankshin,PANKSHIN  SOUTH (BELNING),1942.797413,4465,276,367,75,86,114,248,130,none,mini-grid,intercon,9590,3,0
433,1225,521,39798,9.345614079,8.651008636,Nigeria,Plateau,Shendam,KWANDE,1942.797413,5131,253,367,73.5,89,104,232,125,none,none,grid,37520,3,0
434,1248,0,33973,4.522331455,6.381583576,Nigeria,Ogun,Ogun waterside,MAKUN/IROKUN,1942.736013,5349,694,324,67.7,78,84,176,111,none,none,grid,56060,3,0
435,569,266,32155,3.840474597,11.00273693,Nigeria,Niger,Borgu,KAOJE/GWAMBA,1940.805042,1675,-,335,68,80,88,176,118,none,mini-grid,mini-grid,181440,3,0
436,515,212,31947,6.827446185,10.34130602,Nigeria,Niger,Shiroro,KWAKI/CHUKWUBA,1940.477271,1467,327,335,69.3,100,120,272,145,none,mini-grid,intercon,29280,3,0
437,1151,447,39458,9.591038548,8.419579076,Nigeria,Plateau,Shendam,AZARA,1939.981765,4791,292,366,70.2,85,94,224,125,none,none,grid,44380,3,0
438,1126,422,39347,9.061337492,8.890158604,Nigeria,Plateau,Qua''an Pan',DOEMAK-GOECHIM,1937.166116,4680,253,366,70.8,85,100,216,126,none,none,grid,30070,3,0
439,8,8,10232,8.326607486,5.065910977,Nigeria,Cross River,Odukpani,ODUKPANI CENTRAL,1934.064984,42,540,569,60.7,228,280,544,285,none,grid,grid,4640,4,1
440,1201,497,39704,9.11417799,9.595537567,Nigeria,Plateau,Barikin Ladi,TAFAN,1931.534819,5037,254,364,72.7,87,94,256,123,none,grid,grid,10230,3,0
441,2002,494,41629,6.332698588,13.21706469,Nigeria,Sokoto,Isa,TURBA,1928.733534,7759,72,394,72.8,91,98,232,139,none,grid,grid,2100,3,0
442,1996,488,41603,5.234709605,13.43058615,Nigeria,Sokoto,Gawabawa,GIGANE,1928.733534,7733,141,394,69.2,90,98,216,138,none,grid,grid,2290,3,0
443,1672,164,40766,4.859778108,13.05351548,Nigeria,Sokoto,Silame,SILAME,1928.733534,6896,84,394,72.6,96,108,240,143,none,grid,grid,5020,3,0
444,1089,385,39179,9.012733916,8.612905053,Nigeria,Plateau,Qua''an Pan',NAMU,1928.719171,4512,253,364,88.5,104,158,472,136,mini-grid,mini-grid,intercon,51610,3,0
445,393,90,31545,5.346023621,9.316994153,Nigeria,Niger,Mokwa,KUDU,1928.234872,1065,370,332,78,83,94,272,115,none,none,grid,5770,3,0
446,316,13,31321,6.498265611,8.788448798,Nigeria,Niger,Agaie,TAGAGI,1928.141915,841,447,332,64.8,107,110,224,142,none,grid,grid,20070,3,0
447,306,3,31306,6.687604204,8.55366834,Nigeria,Niger,Lapai,EVUTI/KPADA,1926.393124,826,453,332,64.8,104,112,224,140,none,none,grid,41560,3,0
448,467,164,31788,6.770415623,9.789152098,Nigeria,Niger,Shiroro,EGWA/GWADA,1921.589151,1308,337,331,64.9,100,114,232,138,none,grid,grid,6890,3,0
449,694,391,33817,7.037676579,9.440839297,Nigeria,Niger,Pailoro,CHIMBI,1921.589151,3337,349,331,72.6,89,124,264,129,none,grid,grid,5250,3,0
450,1135,431,39386,9.430405496,8.555275804,Nigeria,Plateau,Shendam,KWANDE,1920.272226,4719,253,362,74.1,100,92,264,128,none,none,grid,48870,3,0
451,1191,487,39664,8.867837829,9.100659266,Nigeria,Plateau,Bokkos,RICHA,1920.272226,4997,227,362,67.3,84,96,184,128,none,mini-grid,intercon,35380,3,0
452,1942,434,41320,5.52802379,13.70745037,Nigeria,Sokoto,Gada,KYADAWA/HOLAI,1919.456028,7450,29,392,73.5,122,122,344,158,none,none,grid,4120,3,1
453,1877,369,41215,5.427419137,13.58943838,Nigeria,Sokoto,Illela,DARNA/ SABON GARI,1918.307947,7345,151,391,80.2,119,138,416,176,none,mini-grid,intercon,22510,3,1
454,1450,202,34699,2.846613155,6.490874123,Nigeria,Ogun,Ipokia,MAUNI II,1917.173697,6075,629,320,61.3,128,154,296,155,none,mini-grid,intercon,6370,3,1
455,765,61,38260,9.68266242,8.768938022,Nigeria,Plateau,Shendam,YELWA,1914.640929,3593,306,361,73.4,86,106,224,130,none,grid,grid,1660,3,0
456,1012,308,38893,9.87145183,8.932895328,Nigeria,Plateau,Langtang North,NYER,1914.640929,4226,207,361,66,85,92,184,128,none,grid,grid,3220,3,0
457,413,110,31594,6.551582219,9.422949049,Nigeria,Niger,Pailoro,TUTUNGO JEDNA,1911.981205,1114,319,330,70.7,78,96,192,120,none,none,grid,9190,3,0
458,1063,359,39053,9.44099727,9.024081764,Nigeria,Plateau,Mikang,PIAPUNG \B\,1911.82528,4386,283,361,65.6,87,90,184,129,none,mini-grid,intercon,17200,3,0
459,661,358,33134,6.665852485,9.958040717,Nigeria,Niger,Shiroro,GUSSORO,1907.177232,2654,454,329,75.7,88,122,320,137,none,none,grid,5980,3,0
460,461,158,31769,6.502126722,9.728665387,Nigeria,Niger,Bosso,SHATA,1907.177232,1289,318,329,68.3,83,92,176,123,none,grid,grid,6140,3,0
461,1478,230,34983,4.550172083,6.315204488,Nigeria,Ogun,Ogun waterside,AHERI,1904.392539,6359,694,317,60,78,84,152,109,none,mini-grid,intercon,63120,3,0
462,714,10,38199,9.369941036,8.526742706,Nigeria,Plateau,Shendam,KWANDE,1903.378335,3532,253,359,72,90,102,216,133,none,none,grid,51020,3,0
463,672,369,33351,5.466653257,9.838622482,Nigeria,Niger,Mashegu,SAHO-RAMI,1902.373259,2871,374,328,69.7,75,96,184,120,none,none,grid,6310,3,0
464,615,312,32458,6.748272468,9.20773088,Nigeria,Niger,Lapai,LEFU,1902.373259,1978,334,328,70.1,85,122,248,122,none,mini-grid,intercon,18330,3,0
465,1732,224,40891,4.965193335,13.24341162,Nigeria,Sokoto,Tangaza,KWACCE-HURU,1902.279379,7021,108,388,68.5,89,90,200,130,none,none,grid,4610,3,0
466,1019,315,38904,9.731698015,9.234853267,Nigeria,Plateau,Langtang North,WAROH,1900.562687,4237,309,359,67.8,88,106,184,132,none,grid,grid,5440,3,0
467,1025,321,38914,9.690039706,8.70930991,Nigeria,Plateau,Langtang South,SABON GIDA,1900.562687,4247,308,359,68.6,94,92,200,131,none,none,grid,5630,3,0
468,1487,239,35030,3.050483082,7.437556105,Nigeria,Ogun,Imeko-Afon,IMALA - IDIEMI,1900.132153,6406,623,317,63.1,79,80,176,111,none,mini-grid,intercon,11120,3,0
469,521,218,31965,6.8347115,10.39497813,Nigeria,Niger,Shiroro,KUSHAKA/KUREBE,1898.301111,1485,-,327,70.2,79,106,184,127,none,mini-grid,mini-grid,32180,3,0
470,2038,530,41817,5.213810212,13.50774075,Nigeria,Sokoto,Gawabawa,GIGANE,1897.456774,7947,138,387,74.9,97,94,264,131,none,grid,grid,1970,3,0
471,94,94,10456,8.428962756,6.197986301,Nigeria,Cross River,Obubra,OSOPONG I,1897.313155,266,548,558,68,228,298,632,269,mini-grid,mini-grid,intercon,16730,4,1
472,1380,132,34386,3.067987863,6.578064934,Nigeria,Ogun,Ado-Odo/Ota,KETU-ADIE-OWE,1895.871767,5762,630,316,58.8,129,144,272,156,none,grid,grid,3010,3,1
473,443,140,31698,7.134020004,9.610083979,Nigeria,Niger,Pailoro,KWAGANA,1892.765314,1218,356,326,70,107,114,280,134,none,none,grid,8290,3,0
474,1145,441,39440,9.721005548,8.945031526,Nigeria,Plateau,Mikang,DERTENG,1892.115741,4773,182,357,67.7,86,94,192,132,none,none,grid,10050,3,0
475,773,69,38272,9.483558945,8.819171655,Nigeria,Plateau,Shendam,POESHIP,1889.300093,3605,253,356,69.5,90,92,208,125,none,none,grid,4860,3,0
476,1619,111,40671,5.236517647,12.8874489,Nigeria,Sokoto,Bodinga,KWACCIYAR LALLE,1887.031187,6801,143,385,70.3,150,166,472,194,mini-grid,mini-grid,intercon,9680,3,1
477,690,387,33645,4.528834834,9.958087213,Nigeria,Niger,Borgu,KARABONDE,1883.157368,3165,367,325,63.2,80,78,152,121,none,grid,grid,40880,3,0
478,612,309,32448,7.234535285,9.344172111,Nigeria,Niger,Gurara,DIKO,1883.157368,1968,352,325,65.7,124,148,352,160,none,none,grid,3870,3,1
479,1292,44,34077,3.022098366,6.742849493,Nigeria,Ogun,Egbado South,ILOBI/ERINJA,1878.830223,5453,616,313,67.2,76,98,184,106,none,grid,grid,9560,3,0
480,444,141,31699,7.339305547,9.61313334,Nigeria,Niger,Pailoro,BISHINI,1877.688546,1219,356,324,70.2,86,96,192,116,mini-grid,mini-grid,intercon,28120,3,0
481,1663,155,40745,5.736108681,13.03681899,Nigeria,Sokoto,Rabah,KURYA,1876.952381,6875,40,383,71.3,95,100,224,140,none,mini-grid,intercon,7310,3,0
482,1679,171,40784,5.383420681,13.09296936,Nigeria,Sokoto,Rabah,GAWAKUKE,1876.605601,6914,6,383,51.9,122,112,192,163,mini-grid,intercon,intercon,8370,3,1
483,1926,418,41295,4.917356649,13.66731252,Nigeria,Sokoto,Tangaza,SAKKWAI,1876.605601,7425,86,383,69.1,103,96,200,132,none,mini-grid,intercon,6080,3,0
484,1698,190,40818,4.784594064,13.12682584,Nigeria,Sokoto,Binji,SORO YAMMA,1875.783556,6948,78,383,68.8,121,120,288,159,none,mini-grid,intercon,13140,3,1
485,253,253,10889,8.87759084,5.865830317,Nigeria,Cross River,Etung,AJASSOR,1874.343262,699,468,551,77.8,139,166,432,201,none,grid,grid,2210,4,1
486,473,170,31809,6.420070544,9.87112428,Nigeria,Niger,Rafi,MANTA,1873.549422,1329,454,323,74.7,76,96,216,112,none,mini-grid,intercon,24000,3,0
487,1818,310,41100,6.403518596,13.48538025,Nigeria,Sokoto,Sabon Birni,TARA,1873.130405,7230,73,382,71.9,98,96,224,134,none,mini-grid,intercon,7380,3,0
488,1156,452,39471,9.71808479,9.432987799,Nigeria,Plateau,Kanke,AMPER SERI,1872.406202,4804,311,353,70.9,86,94,216,123,none,mini-grid,intercon,9700,3,0
489,345,42,31390,6.725281045,8.990341227,Nigeria,Niger,Lapai,BIRNIN MAZA/TASHIBO,1872.287515,910,328,323,73.3,82,122,272,129,none,mini-grid,intercon,17120,3,0
490,1184,480,39642,8.677155971,9.863759047,Nigeria,Plateau,Bassa,ZOBWO,1869.590554,4975,258,353,64.1,148,158,344,172,none,grid,grid,1500,3,1
491,313,10,31315,6.419850792,8.698683194,Nigeria,Niger,Agaie,BARO,1868.745449,835,449,322,78.8,83,130,320,120,none,grid,grid,3990,3,0
492,1537,29,40483,4.630890867,12.22455179,Nigeria,Sokoto,Tambuwal,ROMON SARKI,1866.953989,6613,90,381,68.5,92,94,200,133,none,none,grid,11000,3,0
493,1479,231,34991,3.704781217,7.434294964,Nigeria,Ogun,Odeda,ERINWUSI/KOGUO/ODETOLA,1866.049065,6367,680,311,69.1,75,90,200,106,none,grid,grid,6620,3,0
494,1520,12,40448,4.571851468,12.07021737,Nigeria,Sokoto,Kebbe,JANDUTSI/BIRNIN MALAM,1865.741382,6578,90,381,73,99,96,256,150,none,mini-grid,intercon,28400,3,1
495,281,281,10938,7.970868583,5.821778564,Nigeria,Cross River,Abi,EBOM,1865.155305,748,539,549,68.3,126,154,296,197,none,grid,grid,4060,3,1
496,981,277,38799,9.867615364,9.430932855,Nigeria,Plateau,Kanam,GWAMLAR,1863.959257,4132,201,352,67.8,84,92,200,127,none,none,grid,11010,3,0
497,1472,224,34923,4.5666188,6.588493988,Nigeria,Ogun,Ogun waterside,AYEDE/LOMIRO,1861.788679,6299,694,310,65.8,76,88,168,116,none,mini-grid,intercon,53720,3,0
498,1290,42,34065,3.162180826,6.721980935,Nigeria,Ogun,Ado-Odo/Ota,ILOGBO,1860.728698,5441,641,310,65.7,130,180,408,158,mini-grid,mini-grid,intercon,8810,3,1
499,1829,321,41120,5.120691606,13.49256714,Nigeria,Sokoto,Tangaza,SALEWA,1859.229623,7250,125,379,72.2,96,102,232,140,none,mini-grid,intercon,16860,3,0
500,705,1,38182,9.687314064,8.41680222,Nigeria,Plateau,Shendam,MOEKAT,1858.32796,3515,292,351,49.1,87,54,104,122,none,none,grid,39420,3,0
501,1398,150,34472,3.293590275,6.925414646,Nigeria,Ogun,Ewekoro,ITORI,1857.528293,5848,652,310,73.2,105,130,280,140,none,grid,grid,11760,3,0
502,328,25,31351,6.154230896,8.89260015,Nigeria,Niger,Katcha,GBAKOGI,1854.333531,871,420,320,80.7,85,124,360,127,none,none,grid,8020,3,0
503,1570,62,40593,4.935915499,12.62702723,Nigeria,Sokoto,Yabo,SANYINNAWAL,1854.224053,6723,96,378,64.1,139,160,376,199,none,grid,grid,3680,3,1
504,1278,30,34035,2.782917279,6.650762004,Nigeria,Ogun,Ipokia,IHUNBO/ ILASE,1853.267907,5411,662,309,42.9,128,100,152,153,mini-grid,intercon,intercon,7650,3,1
505,679,376,33457,6.216014036,8.899649984,Nigeria,Niger,Katcha,BAKEKO,1849.529558,2977,421,319,67,77,84,160,112,none,grid,grid,1220,3,0
506,1379,131,34368,2.998313486,6.591314038,Nigeria,Ogun,Ado-Odo/Ota,ERE,1849.007521,5744,619,308,60.4,87,112,200,124,none,grid,grid,4570,3,0
507,1922,414,41290,5.993724194,13.67034681,Nigeria,Sokoto,Gada,DUKAMAJE/ILAH,1845.378537,7420,56,377,68.5,122,114,288,162,none,mini-grid,intercon,20450,3,1
508,1287,39,34060,3.939041145,6.721925934,Nigeria,Ogun,Odogbolu,ISIWO,1844.747135,5436,687,307,58.6,123,146,272,148,none,grid,grid,8320,3,0
509,418,115,31610,6.100436018,9.459464229,Nigeria,Niger,Gbako,SAMMAJIKO,1844.725585,1130,415,318,70.2,78,90,184,115,none,none,grid,9030,3,0
510,342,39,31386,6.540463953,8.978429441,Nigeria,Niger,Agaie,TAGAGI,1844.725585,906,320,318,65,77,86,160,122,none,grid,grid,7720,3,0
511,560,257,32129,5.01005053,11.16965019,Nigeria,Niger,Rijau,USHE,1839.921612,1649,411,317,65.3,125,142,328,160,mini-grid,mini-grid,intercon,32540,3,1
512,1096,392,39223,8.766759917,9.622359443,Nigeria,Plateau,Riyom,RIYOM,1838.618421,4556,222,347,72.2,84,92,240,126,none,grid,grid,1780,3,0
513,1165,461,39523,9.399257879,8.887527336,Nigeria,Plateau,Shendam,PANGSHOM,1838.618421,4856,287,347,67.7,84,92,184,120,none,grid,grid,1940,3,0
514,235,235,10847,8.447783589,6.718051141,Nigeria,Cross River,Yala,OWO,1832.997455,657,547,539,74.9,168,204,544,224,none,mini-grid,intercon,11320,4,1
515,1137,433,39394,9.834689622,9.428697436,Nigeria,Plateau,Kanam,GWAMLAR,1830.171476,4727,201,345,73.1,83,100,216,134,none,none,grid,11060,3,0
516,1568,60,40583,5.245112186,12.60365573,Nigeria,Sokoto,Shagari,KAMBAMA,1828.44065,6713,144,373,65.5,149,172,360,177,none,grid,grid,1430,3,1
517,618,315,32473,6.174449823,8.966145237,Nigeria,Niger,Katcha,DZWAFU,1825.509693,1993,424,315,67.9,74,82,176,116,none,none,grid,3100,3,0
518,1133,429,39382,9.505759348,8.952042166,Nigeria,Plateau,Mikang,PANGSHOM,1824.540179,4715,294,344,68.5,81,90,192,129,none,none,grid,9570,3,0
519,1610,102,40660,5.113289379,12.8464417,Nigeria,Sokoto,Bodinga,MAZAN GARI/JIRGA MIYO,1824.477667,6790,119,372,69.2,146,168,416,175,none,grid,grid,3880,3,1
520,2035,527,41805,5.141628345,12.90902501,Nigeria,Sokoto,Bodinga,DINGYADI/BADAWA,1824.477667,7935,127,372,72.5,88,92,216,139,none,grid,grid,570,3,0
521,1506,258,35142,2.869321314,7.581354715,Nigeria,Ogun,Imeko-Afon,OKE AGBEDE/MORIWI/MATALE,1823.445205,6518,605,304,66,75,92,168,108,none,none,grid,15770,3,0
522,1508,0,40416,4.480781434,11.62770332,Nigeria,Sokoto,Kebbe,FAKKU,1822.495025,6546,90,372,63.6,88,94,192,131,none,none,grid,73650,3,0
523,516,213,31950,6.770818739,10.35066919,Nigeria,Niger,Shiroro,ALLAWA,1819.189872,1470,327,314,70.6,94,140,232,129,none,none,grid,23340,3,0
524,146,146,10576,8.818818171,6.726906357,Nigeria,Cross River,Yala,ECHUMOFANA,1818.183301,386,463,535,63.6,213,280,512,298,none,mini-grid,intercon,6290,4,1
