,Unnamed: 0,index,Id,Lon,Lat,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m,demand_cat_4,demand_cat_2
0,1654,146,40733,4.742795672,13.0047949,Nigeria,Sokoto,Silame,MARAFA WEST,2995.61857,6863,35,611,66.9,194,196,448,279,none,grid,grid,3870,4,1
1,954,250,38729,8.794115619,9.100528765,Nigeria,Plateau,Bokkos,TOFF,2993.034276,4062,227,565,71.9,151,160,352,209,none,mini-grid,intercon,36750,4,1
2,1139,435,39400,9.5980313,8.457591781,Nigeria,Plateau,Shendam,AZARA,2993.034276,4733,292,565,70.8,147,188,392,210,mini-grid,mini-grid,intercon,37260,4,1
3,1338,90,34201,4.450468942,6.988445381,Nigeria,Ogun,Ijebu East,OSUN,2982.547845,5577,597,497,68,124,136,312,178,none,none,grid,41620,3,1
4,92,92,10451,9.020765332,6.159864049,Nigeria,Cross River,Boki,ABO,2982.40498,261,472,877,66.2,261,326,664,361,none,mini-grid,intercon,20970,4,1
5,436,133,31675,7.230697293,9.572916385,Nigeria,Niger,Pailoro,ISHAU,2973.659211,1195,356,513,67,159,216,432,231,mini-grid,mini-grid,intercon,14760,4,1
6,902,198,38586,9.56338405,8.427488128,Nigeria,Plateau,Shendam,AZARA,2970.509088,3919,292,560,71.3,139,142,336,207,none,mini-grid,intercon,42850,4,1
7,576,273,32240,4.45336376,10.43047984,Nigeria,Niger,Borgu,DUGGA,2964.051266,1760,313,511,59.3,127,102,232,196,none,mini-grid,intercon,72310,3,1
8,657,354,33103,6.822954832,9.801963783,Nigeria,Niger,Shiroro,EGWA/GWADA,2959.247293,2623,339,510,63.9,128,156,280,190,none,grid,grid,1060,3,1
9,1334,86,34190,2.743931591,6.931986927,Nigeria,Ogun,Egbado North,OHUNBE,2956.707879,5566,607,493,69,153,186,432,202,mini-grid,mini-grid,intercon,15070,4,1
10,838,134,38423,10.37944181,9.428803213,Nigeria,Plateau,Kanam,GARGA,2956.430846,3756,218,558,70.4,137,186,384,210,mini-grid,mini-grid,intercon,52640,4,1
11,1224,520,39787,9.04483069,9.609397097,Nigeria,Plateau,Barikin Ladi,TAFAN,2945.168252,5120,254,556,69.7,141,156,312,199,none,grid,grid,11920,3,1
12,822,118,38391,10.15739567,9.313749154,Nigeria,Plateau,Wase,BASHAR,2939.536956,3724,218,555,66.4,184,220,480,237,mini-grid,mini-grid,intercon,23460,4,1
13,899,195,38555,8.698538154,10.18038037,Nigeria,Plateau,Bassa,KASURU,2936.721307,3888,280,554,70,134,140,320,192,none,grid,grid,9070,3,1
14,906,202,38605,8.952596578,9.604633019,Nigeria,Plateau,Barikin Ladi,RAFAN,2919.827417,3938,248,551,67.5,131,140,296,194,none,grid,grid,2730,3,1
15,1779,271,41007,5.326453527,13.3649742,Nigeria,Sokoto,Gawabawa,CHIMMOLA/KUDU,2915.689072,7137,147,595,76.6,137,144,408,223,none,mini-grid,intercon,7670,4,1
16,903,199,38588,9.509993244,8.423450447,Nigeria,Plateau,Shendam,WUSE,2914.19612,3921,292,550,82.4,139,158,464,191,none,mini-grid,intercon,63590,3,1
17,1723,215,40872,6.18916785,13.24020018,Nigeria,Sokoto,Isa,TIDIBALE,2908.845596,7002,63,594,74.5,147,146,368,210,none,mini-grid,intercon,5320,4,1
18,1595,87,40640,5.20382454,12.77860665,Nigeria,Sokoto,Bodinga,DANCHADI,2907.999459,6770,128,593,65.5,181,186,408,246,none,grid,grid,10820,4,1
19,923,219,38649,8.669381686,10.10542242,Nigeria,Plateau,Bassa,KISHIKA,2902.933526,3982,247,548,79.8,139,140,512,193,none,grid,grid,18020,3,1
20,1534,26,40480,4.644575225,12.213102,Nigeria,Sokoto,Tambuwal,ROMON SARKI,2891.11807,6610,90,590,69.8,140,152,328,213,none,none,grid,11220,4,1
21,750,46,38243,9.759725349,8.695195589,Nigeria,Plateau,Langtang South,MABUDI,2886.039635,3576,292,545,51.2,135,110,248,204,none,mini-grid,intercon,6260,4,1
22,1759,251,40958,6.687239711,13.3280009,Nigeria,Sokoto,Isa,YANFAKO,2880.937117,7088,74,588,84.3,136,152,512,204,none,mini-grid,intercon,38250,4,1
23,737,33,38229,9.802021765,8.646682051,Nigeria,Plateau,Langtang South,GAMAKAI,2869.145745,3562,188,541,78.8,134,168,408,191,none,mini-grid,intercon,12700,3,1
24,1494,246,35064,2.995578293,7.042186915,Nigeria,Ogun,Egbado North,IBESE,2862.979387,6440,614,477,62.3,145,164,320,188,none,grid,grid,4680,3,1
25,59,59,10375,8.36544458,5.890794233,Nigeria,Cross River,Obubra,IYAMOYONG,2862.048658,185,543,842,73,248,346,744,349,mini-grid,mini-grid,intercon,12960,4,1
26,730,26,38220,9.541198994,8.59910618,Nigeria,Plateau,Shendam,SHIMANKAR,2860.6988,3553,288,540,69.2,130,148,296,196,none,mini-grid,intercon,32810,3,1
27,1606,98,40653,5.019900211,12.82707809,Nigeria,Sokoto,Yabo,KILGORI,2860.085943,6783,111,584,72.2,154,160,344,201,mini-grid,mini-grid,intercon,9720,4,1
28,101,101,10468,9.050314327,6.268726051,Nigeria,Cross River,Boki,BOJE,2859.484928,278,474,841,66.2,249,316,592,352,none,grid,grid,17140,4,1
29,643,340,32774,5.246598111,10.26131365,Nigeria,Niger,Mashegu,KABOJI,2858.363862,2294,362,493,72,114,126,304,170,none,grid,grid,4200,3,1
30,957,253,38737,9.07694398,9.84784656,Nigeria,Plateau,Jos East,FEDERE,2857.883151,4070,260,539,70.4,129,146,336,201,none,grid,grid,2050,4,1
31,502,199,31903,4.946386256,10.18652089,Nigeria,Niger,Mashegu,AUNA SOUTH EAST,2856.274001,1423,400,492,71.1,117,130,304,185,mini-grid,mini-grid,intercon,11480,3,1
32,184,184,10690,9.252466987,6.661002829,Nigeria,Cross River,Obanliku,BISHIRI SOUTH,2852.860701,500,492,839,66.9,255,314,616,337,mini-grid,intercon,intercon,7500,4,1
33,719,15,38205,9.70555444,8.539815569,Nigeria,Plateau,Langtang South,MAGAMA,2852.251854,3538,292,538,68,126,136,312,190,none,mini-grid,intercon,22410,3,1
34,1828,320,41118,5.876543424,13.49693078,Nigeria,Sokoto,Goronyo,RIMAWA,2837.999287,7248,58,579,85.6,143,168,480,219,none,grid,grid,3290,4,1
35,1615,107,40665,5.759184025,12.88033657,Nigeria,Sokoto,Rabah,YAR TSAKUWA,2836.18417,6795,42,579,75.8,154,136,440,194,none,mini-grid,intercon,12940,3,1
36,479,176,31825,7.025445874,9.937951078,Nigeria,Niger,Muya,KUCHI,2834.343998,1345,350,489,70.9,161,206,456,206,none,none,grid,8170,4,1
37,868,164,38479,9.007755493,9.591240603,Nigeria,Plateau,Barikin Ladi,RAFAN,2816.891472,3812,254,531,66.5,129,134,288,181,none,grid,grid,9370,3,1
38,1887,379,41227,5.460864986,13.59473398,Nigeria,Sokoto,Illela,G/ HAMMA,2815.307838,7357,151,575,68.7,188,176,432,241,mini-grid,mini-grid,intercon,13520,4,1
39,788,84,38307,9.420488023,8.974553369,Nigeria,Plateau,Mikang,PANGSHOM,2810.017128,3640,283,530,70.9,137,162,336,195,mini-grid,mini-grid,intercon,13530,3,1
40,1916,408,41278,5.622295154,13.65122913,Nigeria,Sokoto,Gada,KIRI,2808.355303,7408,36,573,71.5,136,138,336,203,none,mini-grid,intercon,13560,4,1
41,1333,85,34186,3.72321183,6.934237209,Nigeria,Ogun,Remo North,ILARA,2808.045524,5562,681,468,66,187,232,560,241,mini-grid,intercon,intercon,6330,4,1
42,1648,140,40722,5.713413062,13.00670795,Nigeria,Sokoto,Rabah,KURYA,2806.694632,6852,40,573,71,152,138,336,206,none,none,grid,4070,4,1
43,784,80,38298,9.573783839,8.944288033,Nigeria,Plateau,Mikang,BALTEP,2804.385831,3631,299,529,86.2,131,208,576,197,mini-grid,mini-grid,intercon,8180,3,1
44,1766,258,40973,6.645829434,13.34245783,Nigeria,Sokoto,Sabon Birni,YANFAKO,2801.007619,7103,74,572,77.9,141,142,400,202,none,mini-grid,intercon,33420,4,1
45,1358,110,34265,2.765657896,7.262593522,Nigeria,Ogun,Egbado North,IJOUN,2799.073598,5641,673,467,63.6,195,226,520,227,none,mini-grid,intercon,31120,4,1
46,1008,304,38876,9.775062462,9.105074954,Nigeria,Plateau,Langtang North,KUFFEN,2798.754534,4209,305,528,66.5,125,136,272,196,none,none,grid,2460,3,1
47,892,188,38535,8.964810977,9.984180345,Nigeria,Plateau,Jos North,NARAGUTA \B\,2798.580538,3868,243,528,64.3,219,232,544,265,none,grid,grid,8270,4,1
48,1211,507,39737,8.728077603,10.24008915,Nigeria,Plateau,Bassa,LAZURU,2795.938886,5070,203,528,66.5,125,134,280,189,none,mini-grid,intercon,5370,3,1
49,610,307,32445,6.847898972,9.333943299,Nigeria,Niger,Lapai,BONU,2795.912215,1965,338,482,74.6,126,172,384,176,mini-grid,intercon,intercon,18230,3,1
50,1662,154,40744,4.957076713,13.02075583,Nigeria,Sokoto,Silame,KUBODU SOUTH,2794.057228,6874,95,570,87.7,141,166,568,204,none,grid,grid,21670,4,1
51,831,127,38408,10.27094869,9.397119427,Nigeria,Plateau,Wase,GUDUS,2787.491941,3741,218,526,61.5,163,208,344,227,mini-grid,mini-grid,intercon,35980,4,1
52,1880,372,41219,5.645161053,13.59153115,Nigeria,Sokoto,Goronyo,SHINAKA,2783.631641,7349,36,568,73.4,134,146,344,194,none,mini-grid,intercon,15650,3,1
53,1760,252,40960,4.948897897,13.31539402,Nigeria,Sokoto,Tangaza,TANGAZA,2783.631641,7090,106,568,65.8,172,166,400,245,none,grid,grid,3920,4,1
54,232,232,10841,8.4270528,6.677799235,Nigeria,Cross River,Yala,OWO,2770.169086,651,547,815,69,250,332,608,331,none,mini-grid,intercon,6030,4,1
55,1456,208,34782,3.508933384,7.132982883,Nigeria,Ogun,Obafemi-Owode,KAJOLA,2769.250896,6158,667,462,38.5,156,116,80,194,mini-grid,mini-grid,intercon,11520,3,1
56,726,22,38215,9.850755637,8.579612943,Nigeria,Plateau,Langtang South,GAMAKAI,2767.782402,3548,188,522,71.8,135,142,344,186,mini-grid,mini-grid,intercon,21490,3,1
57,777,73,38284,9.300569265,8.878214748,Nigeria,Plateau,Qua''an Pan',KWALLA MOEDA,2767.782402,3617,279,522,59.3,198,208,456,247,none,grid,grid,7590,4,1
58,218,218,10806,8.180064974,5.773821071,Nigeria,Cross River,Yakurr,MKPANI/AGOI,2765.575108,616,521,813,66.2,250,292,584,332,none,grid,grid,8230,4,1
59,22,22,10292,8.399634554,5.350285763,Nigeria,Cross River,Akamkpa,AWI,2761.417359,102,551,812,60.9,339,434,808,399,none,grid,grid,4960,4,1
60,126,126,10528,8.917447506,6.479993143,Nigeria,Cross River,Ogoja,BUDA,2760.981129,338,471,812,72.6,245,308,800,330,none,grid,grid,9500,4,1
61,1341,93,34219,3.781368347,7.066365925,Nigeria,Ogun,Remo North,ORILE-OKO,2759.340575,5595,679,460,64.4,156,204,392,202,mini-grid,mini-grid,intercon,11120,4,1
62,617,314,32469,6.198735508,9.258094266,Nigeria,Niger,Katcha,BISANTI,2752.676459,1989,426,475,67.4,110,122,248,176,none,grid,grid,2160,3,1
63,1313,65,34135,4.057605408,6.854516087,Nigeria,Ogun,Ijebu North East,IMEWIRO/ODODEYO/IMOMO,2752.492061,5511,690,459,67.3,157,210,440,208,mini-grid,intercon,intercon,10260,4,1
64,1280,32,34037,3.987704457,6.681976578,Nigeria,Ogun,Ijebu ode,ODORAGUNSIN,2747.948966,5413,688,458,60.4,172,222,440,223,none,mini-grid,intercon,10260,4,1
65,669,366,33337,5.77758467,8.759913711,Nigeria,Niger,Mokwa,PATIGI 1V,2747.872486,2857,386,474,71.5,121,160,352,192,mini-grid,mini-grid,intercon,41250,3,1
66,926,222,38654,8.685588276,10.09344252,Nigeria,Plateau,Bassa,MAFARA,2745.257214,3987,247,518,67.9,124,128,280,185,none,grid,grid,18350,3,1
67,936,232,38684,9.028100221,9.429183937,Nigeria,Plateau,Mangu,KWATAS,2745.257214,4017,252,518,71,127,140,312,187,mini-grid,intercon,intercon,8960,3,1
68,550,247,32082,5.642621789,10.85718378,Nigeria,Niger,Mariga,KAKIHUM,2741.189863,1602,384,473,66.5,164,188,392,195,mini-grid,mini-grid,intercon,39780,3,1
69,327,24,31347,6.622422476,8.889732354,Nigeria,Niger,Lapai,GURDI/ZAGO,2738.26454,867,328,472,72.4,113,130,304,171,mini-grid,mini-grid,intercon,20650,3,1
70,251,251,10882,9.203009966,6.693583703,Nigeria,Cross River,Obanliku,BISHIRI NORTH,2738.011236,692,492,805,43.3,251,172,456,342,mini-grid,intercon,intercon,7800,4,1
71,511,208,31941,6.656363312,10.32128377,Nigeria,Niger,Shiroro,ALLAWA,2733.460567,1461,327,471,67.7,166,190,464,211,none,none,grid,9550,4,1
72,1998,490,41607,5.362735026,13.47478092,Nigeria,Sokoto,Gawabawa,SALAME,2728.028512,7737,166,557,84.4,140,152,456,204,none,mini-grid,intercon,10720,4,1
73,1371,123,34355,3.19500496,6.72570061,Nigeria,Ogun,Ado-Odo/Ota,ILOGBO,2726.647036,5731,641,454,64.3,176,216,504,225,none,mini-grid,intercon,8770,4,1
74,1088,384,39175,9.292117028,9.017263446,Nigeria,Plateau,Qua''an Pan',KWANG,2711.469433,4508,274,512,70.7,123,138,328,195,mini-grid,intercon,intercon,10270,3,1
75,1920,412,41287,5.814629695,13.66166424,Nigeria,Sokoto,Gada,GILBADI,2710.652534,7417,51,553,90.8,138,156,672,197,none,mini-grid,intercon,19120,3,1
76,870,166,38487,9.965514437,9.608726761,Nigeria,Plateau,Kanam,GAGDIB,2705.838136,3820,311,511,68.4,132,140,296,188,none,mini-grid,intercon,29090,3,1
77,1533,25,40479,4.63072071,12.19328908,Nigeria,Sokoto,Tambuwal,ROMON SARKI,2703.688298,6609,90,552,69.3,129,144,312,187,none,mini-grid,intercon,23370,3,1
78,1908,400,41264,6.135458744,13.64295909,Nigeria,Sokoto,Sabon Birni,LAJINGE,2701.227365,7394,62,551,70.3,133,138,304,191,none,none,grid,31150,3,1
79,1150,446,39454,9.863056565,8.889143571,Nigeria,Plateau,Langtang North,NYER,2700.206839,4787,197,509,66.7,121,128,272,173,none,mini-grid,intercon,5920,3,1
80,1323,75,34159,3.371454312,6.885509434,Nigeria,Ogun,Obafemi-Owode,MOKOLOKI,2698.474488,5535,658,450,48,146,106,264,184,none,mini-grid,intercon,11250,3,1
81,122,122,10520,8.571200916,6.469666186,Nigeria,Cross River,Ogoja,EKAJUK I,2693.217318,330,573,792,64.7,309,412,800,374,none,grid,grid,3980,4,1
82,1742,234,40917,4.887200216,13.27083772,Nigeria,Sokoto,Binji,JAMMALI,2690.823992,7047,92,549,82.6,141,144,528,198,mini-grid,mini-grid,intercon,7160,3,1
83,497,194,31883,5.242251679,10.10647455,Nigeria,Niger,Mashegu,KABOJI,2690.707015,1403,433,464,64.1,191,210,456,225,none,mini-grid,intercon,18610,4,1
84,1711,203,40839,5.449503333,13.16715603,Nigeria,Sokoto,Wurno,CHACHO/MARNONA,2685.642224,6969,12,548,70.6,218,220,664,263,none,grid,grid,3830,4,1
85,1261,13,33995,2.726660572,6.511215195,Nigeria,Ogun,Ipokia,IJOFIN/IDOSA,2684.043176,5371,594,447,54.8,183,168,400,219,mini-grid,intercon,intercon,7680,4,1
86,1389,141,34417,2.855664902,6.935982556,Nigeria,Ogun,Egbado North,EBUTE IGBOORO,2684.043176,5793,598,447,65.1,176,218,496,225,none,grid,grid,7200,4,1
87,922,218,38648,8.685881796,10.04315039,Nigeria,Plateau,Bassa,KISHIKA,2683.312949,3981,247,506,69.5,124,134,296,183,none,grid,grid,14250,3,1
88,1260,12,33994,4.459166834,6.526117286,Nigeria,Ogun,Ogun waterside,EFIRE,2679.78279,5370,694,447,66.8,107,134,272,156,none,mini-grid,intercon,36310,3,1
89,925,221,38653,8.713988606,10.05857272,Nigeria,Plateau,Bassa,MAFARA,2677.681652,3986,247,505,69.3,126,132,288,180,none,grid,grid,14310,3,1
90,366,63,31451,5.352065934,9.143278717,Nigeria,Niger,Mokwa,LABOZHI,2674.686056,971,369,461,70.2,115,120,272,160,none,none,grid,3340,3,1
91,1833,325,41129,6.281899292,13.51349302,Nigeria,Sokoto,Sabon Birni,KURUWA,2672.425383,7259,65,545,72.9,130,126,336,196,none,none,grid,9970,3,1
92,1566,58,40571,4.936338358,12.57859949,Nigeria,Sokoto,Shagari,SANYINNAWAL,2672.425383,6701,97,545,69.1,171,178,424,235,none,grid,grid,4670,4,1
93,919,215,38639,8.721299734,9.962952937,Nigeria,Plateau,Bassa,KAKKEK,2666.419058,3972,247,503,65.2,152,172,368,227,none,grid,grid,3540,4,1
94,437,134,31678,5.321593809,9.562758681,Nigeria,Niger,Lavun,LAGUN,2666.111236,1198,358,460,69.7,123,156,312,185,mini-grid,mini-grid,intercon,15180,3,1
95,1349,101,34238,3.751350544,7.149595205,Nigeria,Ogun,Odeda,ALAPAKO-ONI,2662.741246,5614,682,444,52.4,165,168,352,223,none,grid,grid,6390,4,1
96,1588,80,40629,5.153901537,12.73982015,Nigeria,Sokoto,Shagari,HORO BIRNI,2659.541043,6759,122,543,77.5,237,244,1008,269,mini-grid,intercon,intercon,11420,4,1
97,1795,287,41046,5.702006028,13.41411714,Nigeria,Sokoto,Goronyo,GORONYO,2658.524601,7176,44,543,73.1,140,142,320,201,none,grid,grid,4810,4,1
98,151,151,10584,8.841056375,6.833316364,Nigeria,Cross River,Yala,MBAWAR,2655.319622,394,457,781,69.8,245,344,664,358,mini-grid,intercon,intercon,12290,4,1
99,1432,184,34664,2.991358904,7.441394206,Nigeria,Ogun,Imeko-Afon,OLORUNDA/GBOMO,2649.960088,6040,605,442,65.5,110,124,224,164,none,mini-grid,intercon,5550,3,1
100,1102,398,39250,9.463751815,8.911220976,Nigeria,Plateau,Shendam,PANGSHOM,2649.525168,4583,283,500,68.1,123,130,280,177,none,mini-grid,intercon,9100,3,1
101,676,373,33414,6.586518295,9.115578538,Nigeria,Niger,Lapai,AREWA/YAMMA,2642.185083,2934,324,456,74.6,106,116,320,159,none,grid,grid,1580,3,1
102,106,106,10478,9.218883295,6.304342508,Nigeria,Cross River,Boki,BUENTSEBE,2641.537686,288,493,777,65.6,250,276,592,317,mini-grid,mini-grid,intercon,21350,4,1
103,341,38,31385,6.244528295,8.962973463,Nigeria,Niger,Katcha,BAKEKO,2632.577137,905,437,454,69.1,113,118,256,155,none,grid,grid,1850,3,1
104,1852,344,41165,6.010216585,13.54139918,Nigeria,Sokoto,Sabon Birni,TSAMAYE,2631.372857,7295,62,537,72,203,216,688,279,none,none,grid,26200,4,1
105,188,188,10695,9.379489209,6.5481262,Nigeria,Cross River,Obanliku,UTANGA,2627.75575,505,496,773,70.8,186,238,464,281,none,grid,grid,4750,4,1
106,136,136,10549,9.066149757,6.568288878,Nigeria,Cross River,Obudu,ALEGE/UBANG,2627.75575,359,482,773,65.2,241,280,560,319,none,grid,grid,5110,4,1
107,1639,131,40701,4.787310108,12.95505999,Nigeria,Sokoto,Silame,LABANI,2627.247841,6831,13,536,65.4,161,160,376,213,none,grid,grid,4630,4,1
108,1986,478,41566,5.652177755,13.4221708,Nigeria,Sokoto,Goronyo,GORONYO,2627.247841,7696,37,536,66.3,165,166,360,224,none,grid,grid,3240,4,1
109,920,216,38640,8.741144825,9.91722476,Nigeria,Plateau,Bassa,KAKKEK,2624.184332,3973,220,495,65.1,144,168,360,202,none,grid,grid,4300,4,1
110,1110,406,39306,9.751012405,9.53917246,Nigeria,Plateau,Kanam,"LUSA  \""A\""",2624.184332,4639,311,495,69.9,119,136,280,175,none,mini-grid,intercon,23520,3,1
111,658,355,33105,6.790842895,9.759249765,Nigeria,Niger,Shiroro,EGWA/GWADA,2618.165218,2625,337,451,63,178,188,456,218,none,grid,grid,1650,4,1
112,1543,35,40511,5.726280316,12.35324015,Nigeria,Sokoto,Tureta,KWARARE,2617.674501,6641,-,534,68.8,132,132,280,199,mini-grid,mini-grid,mini-grid,34790,3,1
113,1832,324,41128,5.699757264,13.50752529,Nigeria,Sokoto,Goronyo,GORONYO,2612.607364,7258,33,533,74.3,128,142,320,189,none,mini-grid,intercon,16930,3,1
114,1272,24,34019,3.160553461,6.604392662,Nigeria,Ogun,Ado-Odo/Ota,IJU,2609.872348,5395,646,435,60.2,186,206,424,213,none,mini-grid,intercon,10130,4,1
115,1518,10,40441,4.892227684,11.83901289,Nigeria,Sokoto,Kebbe,SANGI,2604.562371,6571,-,532,66.8,128,128,272,183,mini-grid,mini-grid,mini-grid,46590,3,1
116,1123,419,39334,9.56291735,8.959956771,Nigeria,Plateau,Mikang,BALTEP,2604.474793,4667,299,491,70.8,117,134,288,171,none,none,grid,10470,3,1
117,759,55,38254,9.989270522,8.752333142,Nigeria,Plateau,Wase,KUMBUR,2604.474793,3587,189,491,75.9,122,138,360,182,none,mini-grid,intercon,28460,3,1
118,912,208,38616,9.000406369,9.611789224,Nigeria,Plateau,Barikin Ladi,TAFAN,2601.659145,3949,254,491,63.5,159,156,336,202,none,grid,grid,8600,4,1
119,155,155,10596,9.101495517,6.655902153,Nigeria,Cross River,Obudu,MBANYUMANGBAGH,2600.191879,406,484,765,69.6,235,262,656,324,none,mini-grid,intercon,11510,4,1
120,1700,192,40821,5.458770771,13.14655366,Nigeria,Sokoto,Rabah,RABAH,2594.160075,6951,12,529,69.8,161,162,408,214,none,grid,grid,6210,4,1
121,469,166,31797,7.091923206,9.824259203,Nigeria,Niger,Muya,KABULA,2579.733435,1317,353,445,67.7,112,116,240,157,none,grid,grid,3320,3,1
122,1033,329,38930,9.294297547,9.597804971,Nigeria,Plateau,Mangu,CHANSO,2579.133957,4263,275,487,66.4,148,168,360,194,none,grid,grid,7590,3,1
123,1343,95,34228,2.877561936,7.108055761,Nigeria,Ogun,Egbado North,IGUA,2577.533526,5604,673,430,62.3,127,154,288,177,none,mini-grid,intercon,8410,3,1
124,1465,217,34874,3.495092,7.309302581,Nigeria,Ogun,Odeda,ALABATA,2577.533526,6250,670,430,58.8,126,142,272,175,none,mini-grid,intercon,11230,3,1
125,976,272,38792,9.813936697,9.333519392,Nigeria,Plateau,Kanam,GUMSHER,2576.318309,4125,195,486,73.7,113,144,312,180,none,grid,grid,1490,3,1
126,937,233,38685,9.008707535,9.364515652,Nigeria,Plateau,Bokkos,KWATAS,2567.871363,4018,251,485,68.3,115,126,280,198,none,grid,grid,7170,3,1
127,110,110,10485,9.433774262,6.350013328,Nigeria,Cross River,Obanliku,BECHEVE,2557.33221,295,497,752,66.4,293,382,792,367,mini-grid,intercon,intercon,9650,4,1
128,1680,172,40786,6.529644642,13.10517703,Nigeria,Sokoto,Isa,GEBE \A\,2554.268734,6916,75,521,71.3,131,130,304,189,none,grid,grid,24780,3,1
129,325,22,31343,6.184301507,8.876885715,Nigeria,Niger,Katcha,GBAKOGI,2546.105625,863,421,439,72.1,111,120,280,156,none,grid,grid,5850,3,1
130,1186,482,39648,8.89060197,9.471887596,Nigeria,Plateau,Barikin Ladi,BARAKIN LADI,2534.083582,4981,238,478,72.3,114,126,312,177,none,grid,grid,1240,3,1
131,1419,171,34625,3.991446735,6.714563655,Nigeria,Ogun,Ijebu ode,ITAMAPAKO,2530.66928,6001,688,422,61.4,170,208,384,214,none,mini-grid,intercon,5330,4,1
132,1944,436,41323,5.87311612,13.71317431,Nigeria,Sokoto,Gada,DUKAMAJE/ILAH,2527.911881,7453,43,516,91.7,119,168,488,200,none,none,grid,21940,3,1
133,221,221,10815,8.056515459,5.956572474,Nigeria,Cross River,Abi,ETAM,2526.688221,625,500,743,67.3,183,232,424,255,none,grid,grid,3640,4,1
134,298,298,10977,8.06872845,5.965527896,Nigeria,Cross River,Abi,NDIAGU AMAGU II,2526.688221,787,500,743,71.8,187,200,488,259,none,grid,grid,5430,4,1
135,904,200,38590,9.090891315,8.943131549,Nigeria,Plateau,Qua''an Pan',DOEMAK-GOECHIM,2525.636637,3923,261,477,76.3,124,158,432,179,mini-grid,mini-grid,intercon,18490,3,1
136,1686,178,40799,5.443709028,13.11766107,Nigeria,Sokoto,Rabah,GAWAKUKE,2524.193486,6929,12,515,62.7,198,212,448,249,none,grid,grid,9970,4,1
137,375,72,31481,5.119059562,9.186134916,Nigeria,Niger,Mokwa,JA\AGI,2519.736846,1001,444,434,65.6,100,104,232,152,none,none,grid,7230,3,1
138,1538,30,40484,4.563826384,12.22766296,Nigeria,Sokoto,Tambuwal,BAKAYA/SABON BIRNI,2518.345237,6614,90,514,77.1,126,140,360,190,none,mini-grid,intercon,9650,3,1
139,1350,102,34239,3.19050069,7.147387225,Nigeria,Ogun,Abeokuta North,ISAGA ILEWO,2517.888122,5615,649,420,64.3,136,188,368,183,mini-grid,intercon,intercon,9140,3,1
140,1212,508,39738,8.85862851,9.414282606,Nigeria,Plateau,Barikin Ladi,BUTURA,2514.374043,5071,232,474,69.5,113,126,288,174,none,grid,grid,9250,3,1
141,1183,479,39638,8.720344306,10.03875733,Nigeria,Plateau,Bassa,MAFARA,2514.374043,4971,247,474,67.8,113,130,248,163,none,grid,grid,12600,3,1
142,1904,396,41258,5.44880338,13.6276863,Nigeria,Sokoto,Illela,G/ HAMMA,2512.266568,7388,151,513,70.3,126,124,288,191,none,mini-grid,intercon,24990,3,1
143,1492,244,35051,4.277022178,6.782095393,Nigeria,Ogun,Ijebu East,AJEBANDELE,2509.36735,6427,596,418,66.7,102,116,232,146,none,mini-grid,intercon,9540,3,0
144,1643,135,40716,5.070151089,12.99084189,Nigeria,Sokoto,Bodinga,KAMMATA,2504.519453,6846,95,511,67.4,119,120,264,175,none,grid,grid,5090,3,1
145,538,235,32027,5.992511402,10.66394283,Nigeria,Niger,Mariga,GALMA/WAMBA,2493.261924,1547,-,430,67.3,103,104,232,148,none,mini-grid,mini-grid,56950,3,0
146,947,243,38711,9.00694887,9.138382368,Nigeria,Plateau,Bokkos,MUSHERE  WEST,2491.848856,4044,227,470,76,111,138,336,184,none,mini-grid,intercon,19580,3,1
147,1778,270,41006,5.301659365,13.36665467,Nigeria,Sokoto,Gawabawa,CHIMOLA AREWA,2491.715214,7136,147,509,75.1,126,130,328,177,none,mini-grid,intercon,7860,3,1
148,252,252,10888,8.653280991,6.812907075,Nigeria,Cross River,Yala,OBORU/OYE,2489.936393,698,574,732,66.9,167,210,368,264,none,mini-grid,intercon,6290,4,1
149,1613,105,40663,5.39546527,12.87047232,Nigeria,Sokoto,Dange-Shuni,WABABE/SALAU,2484.431017,6793,7,507,64.9,200,226,488,262,none,grid,grid,4610,4,1
150,1221,517,39773,9.01159185,9.729174397,Nigeria,Plateau,Jos East,ZABOT,2483.401911,5106,244,469,67,117,120,248,171,none,mini-grid,intercon,9710,3,1
151,337,34,31375,6.167843286,8.936869084,Nigeria,Niger,Katcha,DZWAFU,2478.850005,895,421,427,71.5,108,116,272,165,none,grid,grid,5720,3,1
152,852,148,38444,9.853422502,9.490531574,Nigeria,Plateau,Kanam,GWAMLAR,2477.770614,3777,201,468,69,121,120,256,169,none,mini-grid,intercon,18960,3,1
153,1226,522,39799,9.06111786,9.624990187,Nigeria,Plateau,Barikin Ladi,TAFAN,2477.770614,5132,254,468,66.3,114,126,232,171,none,grid,grid,13970,3,1
154,1476,228,34937,4.439310181,6.350946776,Nigeria,Ogun,Ogun waterside,ODE-OMI,2471.023876,6313,694,412,67.1,97,114,248,148,none,none,grid,47840,3,0
155,1136,432,39389,9.968376157,8.781128532,Nigeria,Plateau,Wase,KUMBUR,2466.50802,4722,189,465,72.7,113,124,304,165,none,none,grid,21630,3,1
