,index,Id,Lon,Lat,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m
1654,146,40733,4.742795672469974,13.004794895897744,Nigeria,Sokoto,Silame,MARAFA WEST,2995.61857,6863,35,611,66.9,194,196,448,279,none,grid,grid,3870
954,250,38729,8.794115619123389,9.100528764796314,Nigeria,Plateau,Bokkos,TOFF,2993.034276,4062,227,565,71.9,151,160,352,209,none,mini-grid,intercon,36750
1139,435,39400,9.598031299988126,8.457591781077769,Nigeria,Plateau,Shendam,AZARA,2993.034276,4733,292,565,70.8,147,188,392,210,mini-grid,mini-grid,intercon,37260
1338,90,34201,4.450468941877033,6.98844538124401,Nigeria,Ogun,Ijebu East,OSUN,2982.547845,5577,597,497,68.0,124,136,312,178,none,none,grid,41620
92,92,10451,9.020765332340208,6.159864048726222,Nigeria,Cross River,Boki,ABO,2982.40498,261,472,877,66.2,261,326,664,361,none,mini-grid,intercon,20970
436,133,31675,7.230697292868702,9.572916385248048,Nigeria,Niger,Pailoro,ISHAU,2973.659211,1195,356,513,67.0,159,216,432,231,mini-grid,mini-grid,intercon,14760
902,198,38586,9.563384049535555,8.427488127895163,Nigeria,Plateau,Shendam,AZARA,2970.509088,3919,292,560,71.3,139,142,336,207,none,mini-grid,intercon,42850
576,273,32240,4.453363760103974,10.430479840570126,Nigeria,Niger,Borgu,DUGGA,2964.051266,1760,313,511,59.3,127,102,232,196,none,mini-grid,intercon,72310
657,354,33103,6.822954831770607,9.801963783157506,Nigeria,Niger,Shiroro,EGWA/GWADA,2959.247293,2623,339,510,63.9,128,156,280,190,none,grid,grid,1060
1334,86,34190,2.743931590525015,6.931986926885001,Nigeria,Ogun,Egbado North,OHUNBE,2956.707879,5566,607,493,69.0,153,186,432,202,mini-grid,mini-grid,intercon,15070
838,134,38423,10.379441812528771,9.428803212752678,Nigeria,Plateau,Kanam,GARGA,2956.430846,3756,218,558,70.4,137,186,384,210,mini-grid,mini-grid,intercon,52640
1224,520,39787,9.04483068986441,9.609397096554517,Nigeria,Plateau,Barikin Ladi,TAFAN,2945.168252,5120,254,556,69.7,141,156,312,199,none,grid,grid,11920
822,118,38391,10.157395671450084,9.313749154104435,Nigeria,Plateau,Wase,BASHAR,2939.536956,3724,218,555,66.4,184,220,480,237,mini-grid,mini-grid,intercon,23460
899,195,38555,8.698538153674107,10.180380365026643,Nigeria,Plateau,Bassa,KASURU,2936.721307,3888,280,554,70.0,134,140,320,192,none,grid,grid,9070
906,202,38605,8.952596577647572,9.604633018923291,Nigeria,Plateau,Barikin Ladi,RAFAN,2919.827417,3938,248,551,67.5,131,140,296,194,none,grid,grid,2730
1779,271,41007,5.326453526979258,13.364974195285273,Nigeria,Sokoto,Gawabawa,CHIMMOLA/KUDU,2915.689072,7137,147,595,76.59999999999998,137,144,408,223,none,mini-grid,intercon,7670
903,199,38588,9.509993243634677,8.423450446876345,Nigeria,Plateau,Shendam,WUSE,2914.19612,3921,292,550,82.4,139,158,464,191,none,mini-grid,intercon,63590
1723,215,40872,6.189167849889098,13.240200180198926,Nigeria,Sokoto,Isa,TIDIBALE,2908.845596,7002,63,594,74.5,147,146,368,210,none,mini-grid,intercon,5320
1595,87,40640,5.203824539839212,12.778606645476124,Nigeria,Sokoto,Bodinga,DANCHADI,2907.999459,6770,128,593,65.5,181,186,408,246,none,grid,grid,10820
923,219,38649,8.66938168636521,10.105422416472983,Nigeria,Plateau,Bassa,KISHIKA,2902.933526,3982,247,548,79.79999999999998,139,140,512,193,none,grid,grid,18020
1534,26,40480,4.64457522522198,12.21310199659824,Nigeria,Sokoto,Tambuwal,ROMON SARKI,2891.11807,6610,90,590,69.8,140,152,328,213,none,none,grid,11220
750,46,38243,9.759725348536586,8.69519558908453,Nigeria,Plateau,Langtang South,MABUDI,2886.039635,3576,292,545,51.2,135,110,248,204,none,mini-grid,intercon,6260
1759,251,40958,6.687239710788657,13.328000901615956,Nigeria,Sokoto,Isa,YANFAKO,2880.937117,7088,74,588,84.29999999999998,136,152,512,204,none,mini-grid,intercon,38250
737,33,38229,9.802021765471093,8.646682051024328,Nigeria,Plateau,Langtang South,GAMAKAI,2869.145745,3562,188,541,78.79999999999998,134,168,408,191,none,mini-grid,intercon,12700
1494,246,35064,2.995578292713244,7.042186914604666,Nigeria,Ogun,Egbado North,IBESE,2862.979387,6440,614,477,62.3,145,164,320,188,none,grid,grid,4680
59,59,10375,8.365444580025901,5.890794232512967,Nigeria,Cross River,Obubra,IYAMOYONG,2862.048658,185,543,842,73.0,248,346,744,349,mini-grid,mini-grid,intercon,12960
730,26,38220,9.54119899379101,8.59910618037275,Nigeria,Plateau,Shendam,SHIMANKAR,2860.6988,3553,288,540,69.2,130,148,296,196,none,mini-grid,intercon,32810
1606,98,40653,5.019900210714892,12.827078093544833,Nigeria,Sokoto,Yabo,KILGORI,2860.085943,6783,111,584,72.2,154,160,344,201,mini-grid,mini-grid,intercon,9720
101,101,10468,9.050314326880002,6.268726050753525,Nigeria,Cross River,Boki,BOJE,2859.484928,278,474,841,66.2,249,316,592,352,none,grid,grid,17140
643,340,32774,5.246598110643363,10.26131365092898,Nigeria,Niger,Mashegu,KABOJI,2858.363862,2294,362,493,72.0,114,126,304,170,none,grid,grid,4200
957,253,38737,9.076943979517758,9.847846559539851,Nigeria,Plateau,Jos East,FEDERE,2857.883151,4070,260,539,70.4,129,146,336,201,none,grid,grid,2050
502,199,31903,4.946386255996663,10.186520886451346,Nigeria,Niger,Mashegu,AUNA SOUTH EAST,2856.274001,1423,400,492,71.1,117,130,304,185,mini-grid,mini-grid,intercon,11480
184,184,10690,9.252466986682952,6.661002829241767,Nigeria,Cross River,Obanliku,BISHIRI SOUTH,2852.860701,500,492,839,66.9,255,314,616,337,mini-grid,intercon,intercon,7500
719,15,38205,9.70555444023887,8.539815568534207,Nigeria,Plateau,Langtang South,MAGAMA,2852.251854,3538,292,538,68.0,126,136,312,190,none,mini-grid,intercon,22410
1828,320,41118,5.876543423896682,13.49693078100388,Nigeria,Sokoto,Goronyo,RIMAWA,2837.999287,7248,58,579,85.59999999999998,143,168,480,219,none,grid,grid,3290
1615,107,40665,5.759184024590548,12.880336565860638,Nigeria,Sokoto,Rabah,YAR TSAKUWA,2836.18417,6795,42,579,75.79999999999998,154,136,440,194,none,mini-grid,intercon,12940
479,176,31825,7.025445873632468,9.937951077669211,Nigeria,Niger,Muya,KUCHI,2834.343998,1345,350,489,70.9,161,206,456,206,none,none,grid,8170
868,164,38479,9.007755493079625,9.591240603282294,Nigeria,Plateau,Barikin Ladi,RAFAN,2816.891472,3812,254,531,66.5,129,134,288,181,none,grid,grid,9370
1887,379,41227,5.460864986262644,13.594733984458532,Nigeria,Sokoto,Illela,G/ HAMMA,2815.307838,7357,151,575,68.7,188,176,432,241,mini-grid,mini-grid,intercon,13520
788,84,38307,9.420488023307891,8.974553369166344,Nigeria,Plateau,Mikang,PANGSHOM,2810.017128,3640,283,530,70.9,137,162,336,195,mini-grid,mini-grid,intercon,13530
1916,408,41278,5.622295154015164,13.651229134276813,Nigeria,Sokoto,Gada,KIRI,2808.355303,7408,36,573,71.5,136,138,336,203,none,mini-grid,intercon,13560
1333,85,34186,3.723211830228768,6.934237208653375,Nigeria,Ogun,Remo North,ILARA,2808.045524,5562,681,468,66.0,187,232,560,241,mini-grid,intercon,intercon,6330
1648,140,40722,5.713413062324389,13.006707951961818,Nigeria,Sokoto,Rabah,KURYA,2806.694632,6852,40,573,71.0,152,138,336,206,none,none,grid,4070
784,80,38298,9.573783839440097,8.944288032681188,Nigeria,Plateau,Mikang,BALTEP,2804.385831,3631,299,529,86.2,131,208,576,197,mini-grid,mini-grid,intercon,8180
1766,258,40973,6.645829434045394,13.34245782742954,Nigeria,Sokoto,Sabon Birni,YANFAKO,2801.007619,7103,74,572,77.9,141,142,400,202,none,mini-grid,intercon,33420
1358,110,34265,2.765657896303902,7.262593522350418,Nigeria,Ogun,Egbado North,IJOUN,2799.073598,5641,673,467,63.6,195,226,520,227,none,mini-grid,intercon,31120
1008,304,38876,9.77506246233632,9.105074953956404,Nigeria,Plateau,Langtang North,KUFFEN,2798.754534,4209,305,528,66.5,125,136,272,196,none,none,grid,2460
892,188,38535,8.964810977356379,9.984180344584248,Nigeria,Plateau,Jos North,NARAGUTA \B\,2798.580538,3868,243,528,64.3,219,232,544,265,none,grid,grid,8270
1211,507,39737,8.728077602507353,10.240089150717738,Nigeria,Plateau,Bassa,LAZURU,2795.938886,5070,203,528,66.5,125,134,280,189,none,mini-grid,intercon,5370
610,307,32445,6.847898972106505,9.333943299325709,Nigeria,Niger,Lapai,BONU,2795.912215,1965,338,482,74.59999999999998,126,172,384,176,mini-grid,intercon,intercon,18230
1662,154,40744,4.957076712783532,13.02075582979295,Nigeria,Sokoto,Silame,KUBODU SOUTH,2794.057228,6874,95,570,87.7,141,166,568,204,none,grid,grid,21670
831,127,38408,10.27094869414366,9.397119427180572,Nigeria,Plateau,Wase,GUDUS,2787.491941,3741,218,526,61.5,163,208,344,227,mini-grid,mini-grid,intercon,35980
1880,372,41219,5.645161053329315,13.59153114856433,Nigeria,Sokoto,Goronyo,SHINAKA,2783.631641,7349,36,568,73.4,134,146,344,194,none,mini-grid,intercon,15650
1760,252,40960,4.948897897436886,13.315394021503376,Nigeria,Sokoto,Tangaza,TANGAZA,2783.631641,7090,106,568,65.8,172,166,400,245,none,grid,grid,3920
232,232,10841,8.427052800324665,6.677799234630467,Nigeria,Cross River,Yala,OWO,2770.169086,651,547,815,69.0,250,332,608,331,none,mini-grid,intercon,6030
1456,208,34782,3.50893338416388,7.13298288332999,Nigeria,Ogun,Obafemi-Owode,KAJOLA,2769.250896,6158,667,462,38.5,156,116,80,194,mini-grid,mini-grid,intercon,11520
726,22,38215,9.850755636669208,8.579612943197757,Nigeria,Plateau,Langtang South,GAMAKAI,2767.782402,3548,188,522,71.8,135,142,344,186,mini-grid,mini-grid,intercon,21490
777,73,38284,9.300569264812188,8.878214747552594,Nigeria,Plateau,'Qua''an Pan',KWALLA MOEDA,2767.782402,3617,279,522,59.3,198,208,456,247,none,grid,grid,7590
218,218,10806,8.18006497408897,5.773821071445266,Nigeria,Cross River,Yakurr,MKPANI/AGOI,2765.575108,616,521,813,66.2,250,292,584,332,none,grid,grid,8230
22,22,10292,8.399634553607727,5.350285763313983,Nigeria,Cross River,Akamkpa,AWI,2761.417359,102,551,812,60.9,339,434,808,399,none,grid,grid,4960
126,126,10528,8.917447505858544,6.479993143017172,Nigeria,Cross River,Ogoja,BUDA,2760.981129,338,471,812,72.59999999999998,245,308,800,330,none,grid,grid,9500
1341,93,34219,3.781368347446161,7.066365925388497,Nigeria,Ogun,Remo North,ORILE-OKO,2759.340575,5595,679,460,64.4,156,204,392,202,mini-grid,mini-grid,intercon,11120
617,314,32469,6.198735507745252,9.25809426597568,Nigeria,Niger,Katcha,BISANTI,2752.676459,1989,426,475,67.4,110,122,248,176,none,grid,grid,2160
1313,65,34135,4.057605407913427,6.854516087164528,Nigeria,Ogun,Ijebu North East,IMEWIRO/ODODEYO/IMOMO,2752.492061,5511,690,459,67.3,157,210,440,208,mini-grid,intercon,intercon,10260
1280,32,34037,3.987704457322296,6.681976578467392,Nigeria,Ogun,Ijebu ode,ODORAGUNSIN,2747.948966,5413,688,458,60.4,172,222,440,223,none,mini-grid,intercon,10260
669,366,33337,5.777584669625587,8.759913710682284,Nigeria,Niger,Mokwa,PATIGI 1V,2747.872486,2857,386,474,71.5,121,160,352,192,mini-grid,mini-grid,intercon,41250
926,222,38654,8.685588276300866,10.093442521719703,Nigeria,Plateau,Bassa,MAFARA,2745.257214,3987,247,518,67.9,124,128,280,185,none,grid,grid,18350
936,232,38684,9.028100221444952,9.429183936645993,Nigeria,Plateau,Mangu,KWATAS,2745.257214,4017,252,518,71.0,127,140,312,187,mini-grid,intercon,intercon,8960
550,247,32082,5.642621788544022,10.857183784015133,Nigeria,Niger,Mariga,KAKIHUM,2741.189863,1602,384,473,66.5,164,188,392,195,mini-grid,mini-grid,intercon,39780
327,24,31347,6.622422475852031,8.889732354109507,Nigeria,Niger,Lapai,GURDI/ZAGO,2738.26454,867,328,472,72.4,113,130,304,171,mini-grid,mini-grid,intercon,20650
251,251,10882,9.203009966282664,6.693583702504949,Nigeria,Cross River,Obanliku,BISHIRI NORTH,2738.011236,692,492,805,43.3,251,172,456,342,mini-grid,intercon,intercon,7800
511,208,31941,6.656363312489805,10.321283772162994,Nigeria,Niger,Shiroro,ALLAWA,2733.460567,1461,327,471,67.7,166,190,464,211,none,none,grid,9550
1998,490,41607,5.362735025539249,13.474780919698311,Nigeria,Sokoto,Gawabawa,SALAME,2728.028512,7737,166,557,84.4,140,152,456,204,none,mini-grid,intercon,10720
1371,123,34355,3.195004959959789,6.725700610054807,Nigeria,Ogun,Ado-Odo/Ota,ILOGBO,2726.647036,5731,641,454,64.3,176,216,504,225,none,mini-grid,intercon,8770
1088,384,39175,9.292117028101758,9.017263445639722,Nigeria,Plateau,'Qua''an Pan',KWANG,2711.469433,4508,274,512,70.7,123,138,328,195,mini-grid,intercon,intercon,10270
1920,412,41287,5.814629695066618,13.661664242741177,Nigeria,Sokoto,Gada,GILBADI,2710.652534,7417,51,553,90.8,138,156,672,197,none,mini-grid,intercon,19120
870,166,38487,9.96551443694272,9.608726760717358,Nigeria,Plateau,Kanam,GAGDIB,2705.838136,3820,311,511,68.4,132,140,296,188,none,mini-grid,intercon,29090
1533,25,40479,4.630720709702143,12.19328908202172,Nigeria,Sokoto,Tambuwal,ROMON SARKI,2703.688298,6609,90,552,69.3,129,144,312,187,none,mini-grid,intercon,23370
1908,400,41264,6.13545874407529,13.642959093428544,Nigeria,Sokoto,Sabon Birni,LAJINGE,2701.227365,7394,62,551,70.3,133,138,304,191,none,none,grid,31150
1150,446,39454,9.863056565043628,8.889143570823562,Nigeria,Plateau,Langtang North,NYER,2700.206839,4787,197,509,66.7,121,128,272,173,none,mini-grid,intercon,5920
1323,75,34159,3.371454312023916,6.885509434257654,Nigeria,Ogun,Obafemi-Owode,MOKOLOKI,2698.474488,5535,658,450,48.0,146,106,264,184,none,mini-grid,intercon,11250
122,122,10520,8.571200916176323,6.469666186081175,Nigeria,Cross River,Ogoja,EKAJUK I,2693.217318,330,573,792,64.7,309,412,800,374,none,grid,grid,3980
1742,234,40917,4.887200216065936,13.270837720264836,Nigeria,Sokoto,Binji,JAMMALI,2690.823992,7047,92,549,82.59999999999998,141,144,528,198,mini-grid,mini-grid,intercon,7160
497,194,31883,5.242251678913963,10.106474550971049,Nigeria,Niger,Mashegu,KABOJI,2690.707015,1403,433,464,64.1,191,210,456,225,none,mini-grid,intercon,18610
1711,203,40839,5.449503332738139,13.167156029530847,Nigeria,Sokoto,Wurno,CHACHO/MARNONA,2685.642224,6969,12,548,70.6,218,220,664,263,none,grid,grid,3830
1261,13,33995,2.726660571659172,6.511215194886481,Nigeria,Ogun,Ipokia,IJOFIN/IDOSA,2684.043176,5371,594,447,54.8,183,168,400,219,mini-grid,intercon,intercon,7680
1389,141,34417,2.855664902024051,6.93598255556596,Nigeria,Ogun,Egbado North,EBUTE IGBOORO,2684.043176,5793,598,447,65.1,176,218,496,225,none,grid,grid,7200
922,218,38648,8.685881796409415,10.043150393603648,Nigeria,Plateau,Bassa,KISHIKA,2683.312949,3981,247,506,69.5,124,134,296,183,none,grid,grid,14250
1260,12,33994,4.459166834099739,6.526117285905661,Nigeria,Ogun,Ogun waterside,EFIRE,2679.78279,5370,694,447,66.8,107,134,272,156,none,mini-grid,intercon,36310
925,221,38653,8.713988606457091,10.058572722619518,Nigeria,Plateau,Bassa,MAFARA,2677.681652,3986,247,505,69.3,126,132,288,180,none,grid,grid,14310
366,63,31451,5.352065933899415,9.1432787172219,Nigeria,Niger,Mokwa,LABOZHI,2674.686056,971,369,461,70.2,115,120,272,160,none,none,grid,3340
1833,325,41129,6.281899291717158,13.513493021990174,Nigeria,Sokoto,Sabon Birni,KURUWA,2672.425383,7259,65,545,72.9,130,126,336,196,none,none,grid,9970
1566,58,40571,4.936338357998928,12.57859948625272,Nigeria,Sokoto,Shagari,SANYINNAWAL,2672.425383,6701,97,545,69.1,171,178,424,235,none,grid,grid,4670
919,215,38639,8.721299734485399,9.96295293706888,Nigeria,Plateau,Bassa,KAKKEK,2666.419058,3972,247,503,65.2,152,172,368,227,none,grid,grid,3540
437,134,31678,5.321593809159781,9.562758680766049,Nigeria,Niger,Lavun,LAGUN,2666.111236,1198,358,460,69.7,123,156,312,185,mini-grid,mini-grid,intercon,15180
1349,101,34238,3.751350544222818,7.149595204926001,Nigeria,Ogun,Odeda,ALAPAKO-ONI,2662.741246,5614,682,444,52.4,165,168,352,223,none,grid,grid,6390
1588,80,40629,5.153901537086445,12.739820145923073,Nigeria,Sokoto,Shagari,HORO BIRNI,2659.541043,6759,122,543,77.5,237,244,1008,269,mini-grid,intercon,intercon,11420
1795,287,41046,5.7020060276587,13.41411714137454,Nigeria,Sokoto,Goronyo,GORONYO,2658.524601,7176,44,543,73.09999999999998,140,142,320,201,none,grid,grid,4810
151,151,10584,8.841056375076796,6.833316364205981,Nigeria,Cross River,Yala,MBAWAR,2655.319622,394,457,781,69.8,245,344,664,358,mini-grid,intercon,intercon,12290
1432,184,34664,2.991358904094358,7.4413942059661,Nigeria,Ogun,Imeko-Afon,OLORUNDA/GBOMO,2649.960088,6040,605,442,65.5,110,124,224,164,none,mini-grid,intercon,5550
1102,398,39250,9.46375181511617,8.911220976129297,Nigeria,Plateau,Shendam,PANGSHOM,2649.525168,4583,283,500,68.1,123,130,280,177,none,mini-grid,intercon,9100
676,373,33414,6.586518294974022,9.115578538466751,Nigeria,Niger,Lapai,AREWA/YAMMA,2642.185083,2934,324,456,74.59999999999998,106,116,320,159,none,grid,grid,1580
106,106,10478,9.218883294670915,6.304342508179227,Nigeria,Cross River,Boki,BUENTSEBE,2641.537686,288,493,777,65.6,250,276,592,317,mini-grid,mini-grid,intercon,21350
341,38,31385,6.244528295216033,8.962973462944472,Nigeria,Niger,Katcha,BAKEKO,2632.577137,905,437,454,69.1,113,118,256,155,none,grid,grid,1850
1852,344,41165,6.010216584864081,13.54139918211324,Nigeria,Sokoto,Sabon Birni,TSAMAYE,2631.372857,7295,62,537,72.0,203,216,688,279,none,none,grid,26200
188,188,10695,9.379489208924372,6.548126199542444,Nigeria,Cross River,Obanliku,UTANGA,2627.75575,505,496,773,70.8,186,238,464,281,none,grid,grid,4750
136,136,10549,9.066149757049404,6.568288878054021,Nigeria,Cross River,Obudu,ALEGE/UBANG,2627.75575,359,482,773,65.2,241,280,560,319,none,grid,grid,5110
1639,131,40701,4.787310107769783,12.955059994276724,Nigeria,Sokoto,Silame,LABANI,2627.247841,6831,13,536,65.4,161,160,376,213,none,grid,grid,4630
1986,478,41566,5.652177754638718,13.422170795671542,Nigeria,Sokoto,Goronyo,GORONYO,2627.247841,7696,37,536,66.3,165,166,360,224,none,grid,grid,3240
920,216,38640,8.741144824588902,9.917224759779788,Nigeria,Plateau,Bassa,KAKKEK,2624.184332,3973,220,495,65.1,144,168,360,202,none,grid,grid,4300
1110,406,39306,9.751012404650696,9.539172459987965,Nigeria,Plateau,Kanam,"LUSA  \""A\""",2624.184332,4639,311,495,69.9,119,136,280,175,none,mini-grid,intercon,23520
658,355,33105,6.790842895364174,9.75924976493554,Nigeria,Niger,Shiroro,EGWA/GWADA,2618.165218,2625,337,451,63.0,178,188,456,218,none,grid,grid,1650
1543,35,40511,5.726280316441416,12.353240152777907,Nigeria,Sokoto,Tureta,KWARARE,2617.674501,6641,-,534,68.8,132,132,280,199,mini-grid,mini-grid,mini-grid,34790
1832,324,41128,5.699757264297372,13.507525290181778,Nigeria,Sokoto,Goronyo,GORONYO,2612.607364,7258,33,533,74.29999999999998,128,142,320,189,none,mini-grid,intercon,16930
1272,24,34019,3.160553461359368,6.60439266237433,Nigeria,Ogun,Ado-Odo/Ota,IJU,2609.872348,5395,646,435,60.2,186,206,424,213,none,mini-grid,intercon,10130
1518,10,40441,4.892227684342299,11.839012889836788,Nigeria,Sokoto,Kebbe,SANGI,2604.562371,6571,-,532,66.8,128,128,272,183,mini-grid,mini-grid,mini-grid,46590
1123,419,39334,9.562917350020214,8.959956771279641,Nigeria,Plateau,Mikang,BALTEP,2604.474793,4667,299,491,70.8,117,134,288,171,none,none,grid,10470
759,55,38254,9.989270522357492,8.752333141748009,Nigeria,Plateau,Wase,KUMBUR,2604.474793,3587,189,491,75.9,122,138,360,182,none,mini-grid,intercon,28460
912,208,38616,9.00040636916836,9.611789223691916,Nigeria,Plateau,Barikin Ladi,TAFAN,2601.659145,3949,254,491,63.5,159,156,336,202,none,grid,grid,8600
155,155,10596,9.101495516666006,6.655902153262642,Nigeria,Cross River,Obudu,MBANYUMANGBAGH,2600.191879,406,484,765,69.6,235,262,656,324,none,mini-grid,intercon,11510
1700,192,40821,5.458770770595693,13.146553655849884,Nigeria,Sokoto,Rabah,RABAH,2594.160075,6951,12,529,69.8,161,162,408,214,none,grid,grid,6210
469,166,31797,7.091923205987164,9.824259203169856,Nigeria,Niger,Muya,KABULA,2579.733435,1317,353,445,67.7,112,116,240,157,none,grid,grid,3320
1033,329,38930,9.294297547297925,9.59780497122377,Nigeria,Plateau,Mangu,CHANSO,2579.133957,4263,275,487,66.4,148,168,360,194,none,grid,grid,7590
1343,95,34228,2.87756193601512,7.10805576124959,Nigeria,Ogun,Egbado North,IGUA,2577.533526,5604,673,430,62.3,127,154,288,177,none,mini-grid,intercon,8410
1465,217,34874,3.495091999895704,7.309302580627229,Nigeria,Ogun,Odeda,ALABATA,2577.533526,6250,670,430,58.8,126,142,272,175,none,mini-grid,intercon,11230
976,272,38792,9.813936696613675,9.33351939170362,Nigeria,Plateau,Kanam,GUMSHER,2576.318309,4125,195,486,73.7,113,144,312,180,none,grid,grid,1490
937,233,38685,9.008707535349458,9.36451565214953,Nigeria,Plateau,Bokkos,KWATAS,2567.871363,4018,251,485,68.3,115,126,280,198,none,grid,grid,7170
110,110,10485,9.433774262224873,6.350013327653645,Nigeria,Cross River,Obanliku,BECHEVE,2557.33221,295,497,752,66.4,293,382,792,367,mini-grid,intercon,intercon,9650
1680,172,40786,6.529644642192521,13.105177028650028,Nigeria,Sokoto,Isa,GEBE \A\,2554.268734,6916,75,521,71.3,131,130,304,189,none,grid,grid,24780
325,22,31343,6.184301506816934,8.876885714817545,Nigeria,Niger,Katcha,GBAKOGI,2546.105625,863,421,439,72.09999999999998,111,120,280,156,none,grid,grid,5850
1186,482,39648,8.890601970330872,9.471887596458767,Nigeria,Plateau,Barikin Ladi,BARAKIN LADI,2534.083582,4981,238,478,72.29999999999998,114,126,312,177,none,grid,grid,1240
1419,171,34625,3.991446735267442,6.71456365476042,Nigeria,Ogun,Ijebu ode,ITAMAPAKO,2530.66928,6001,688,422,61.4,170,208,384,214,none,mini-grid,intercon,5330
1944,436,41323,5.873116120112946,13.713174314817955,Nigeria,Sokoto,Gada,DUKAMAJE/ILAH,2527.911881,7453,43,516,91.7,119,168,488,200,none,none,grid,21940
221,221,10815,8.056515459322863,5.956572474424441,Nigeria,Cross River,Abi,ETAM,2526.688221,625,500,743,67.3,183,232,424,255,none,grid,grid,3640
298,298,10977,8.0687284497774,5.965527896158106,Nigeria,Cross River,Abi,NDIAGU AMAGU II,2526.688221,787,500,743,71.8,187,200,488,259,none,grid,grid,5430
904,200,38590,9.090891314634527,8.943131549127697,Nigeria,Plateau,'Qua''an Pan',DOEMAK-GOECHIM,2525.636637,3923,261,477,76.29999999999998,124,158,432,179,mini-grid,mini-grid,intercon,18490
1686,178,40799,5.443709028431558,13.117661067697911,Nigeria,Sokoto,Rabah,GAWAKUKE,2524.193486,6929,12,515,62.7,198,212,448,249,none,grid,grid,9970
375,72,31481,5.119059562398228,9.186134916126422,Nigeria,Niger,Mokwa,JA\AGI,2519.736846,1001,444,434,65.6,100,104,232,152,none,none,grid,7230
1538,30,40484,4.563826383791963,12.227662959024654,Nigeria,Sokoto,Tambuwal,BAKAYA/SABON BIRNI,2518.345237,6614,90,514,77.09999999999998,126,140,360,190,none,mini-grid,intercon,9650
1350,102,34239,3.190500690274659,7.147387224691245,Nigeria,Ogun,Abeokuta North,ISAGA ILEWO,2517.888122,5615,649,420,64.3,136,188,368,183,mini-grid,intercon,intercon,9140
1212,508,39738,8.858628510427577,9.414282606418707,Nigeria,Plateau,Barikin Ladi,BUTURA,2514.374043,5071,232,474,69.5,113,126,288,174,none,grid,grid,9250
1183,479,39638,8.720344305884213,10.038757331073636,Nigeria,Plateau,Bassa,MAFARA,2514.374043,4971,247,474,67.8,113,130,248,163,none,grid,grid,12600
1904,396,41258,5.44880337958256,13.627686303923452,Nigeria,Sokoto,Illela,G/ HAMMA,2512.266568,7388,151,513,70.3,126,124,288,191,none,mini-grid,intercon,24990
1492,244,35051,4.277022178325465,6.782095392880167,Nigeria,Ogun,Ijebu East,AJEBANDELE,2509.36735,6427,596,418,66.7,102,116,232,146,none,mini-grid,intercon,9540
1643,135,40716,5.070151089325641,12.99084189106042,Nigeria,Sokoto,Bodinga,KAMMATA,2504.519453,6846,95,511,67.4,119,120,264,175,none,grid,grid,5090
538,235,32027,5.992511402021004,10.663942825907723,Nigeria,Niger,Mariga,GALMA/WAMBA,2493.261924,1547,-,430,67.3,103,104,232,148,none,mini-grid,mini-grid,56950
947,243,38711,9.006948869651868,9.138382367529486,Nigeria,Plateau,Bokkos,MUSHERE  WEST,2491.848856,4044,227,470,76.0,111,138,336,184,none,mini-grid,intercon,19580
1778,270,41006,5.301659365045768,13.366654671645977,Nigeria,Sokoto,Gawabawa,CHIMOLA AREWA,2491.715214,7136,147,509,75.09999999999998,126,130,328,177,none,mini-grid,intercon,7860
252,252,10888,8.6532809910488,6.812907074622251,Nigeria,Cross River,Yala,OBORU/OYE,2489.936393,698,574,732,66.9,167,210,368,264,none,mini-grid,intercon,6290
1613,105,40663,5.395465270082944,12.870472321618823,Nigeria,Sokoto,Dange-Shuni,WABABE/SALAU,2484.431017,6793,7,507,64.9,200,226,488,262,none,grid,grid,4610
1221,517,39773,9.01159184996494,9.729174396638044,Nigeria,Plateau,Jos East,ZABOT,2483.401911,5106,244,469,67.0,117,120,248,171,none,mini-grid,intercon,9710
337,34,31375,6.167843286405892,8.936869084036555,Nigeria,Niger,Katcha,DZWAFU,2478.850005,895,421,427,71.5,108,116,272,165,none,grid,grid,5720
852,148,38444,9.85342250206786,9.49053157372715,Nigeria,Plateau,Kanam,GWAMLAR,2477.770614,3777,201,468,69.0,121,120,256,169,none,mini-grid,intercon,18960
1226,522,39799,9.061117859815154,9.624990186565398,Nigeria,Plateau,Barikin Ladi,TAFAN,2477.770614,5132,254,468,66.3,114,126,232,171,none,grid,grid,13970
1476,228,34937,4.439310180668494,6.350946776157296,Nigeria,Ogun,Ogun waterside,ODE-OMI,2471.023876,6313,694,412,67.1,97,114,248,148,none,none,grid,47840
1136,432,39389,9.968376156739312,8.781128531718544,Nigeria,Plateau,Wase,KUMBUR,2466.50802,4722,189,465,72.7,113,124,304,165,none,none,grid,21630
1684,176,40791,5.188486816256534,13.100395968216798,Nigeria,Sokoto,Sokoto North,G/BUBU/G/YARO,2463.720421,6921,129,503,67.3,191,212,552,250,none,grid,grid,1870
836,132,38420,10.088711318124554,9.42648104623594,Nigeria,Plateau,Kanam,JOM,2463.692372,3753,218,465,68.1,135,168,352,189,none,mini-grid,intercon,20120
